notificationId,content,views,startDate,accountId,productId
818685,The product is on sale.,10,2019-07-18,10055622,2001958
818686,The product is on sale.,5,2019-07-24,10055625,2001961
818687,The product is on sale.,19,2019-06-15,10055628,2001964
818688,The product is on sale.,17,2019-10-16,10055631,2001967
818689,The product is on sale.,5,2019-12-01,10055634,2001970
818690,The product is on sale.,2,2019-12-01,10055637,2001973
818691,The product is on sale.,1,2019-12-09,10055640,2001976
818692,The product is on sale.,17,2019-08-12,10055643,2001979
818693,The product is on sale.,14,2019-08-22,10055646,2001982
818694,The product is on sale.,11,2019-06-15,10055649,2001985
818695,The product is on sale.,17,2019-11-07,10055652,2001988
818696,The product is on sale.,4,2019-05-29,10055655,2001991
818697,The product is on sale.,6,2019-10-05,10055658,2001994
818698,The product is on sale.,19,2019-05-09,10055661,2001997
818699,The product is on sale.,17,2019-07-09,10055664,2002000
818700,The product is on sale.,16,2019-08-28,10055667,2002003
818701,The product is on sale.,9,2019-11-28,10055670,2002006
818702,The product is on sale.,16,2019-05-18,10055673,2002009
818703,The product is on sale.,8,2019-07-21,10055676,2002012
818704,The product is on sale.,12,2019-11-17,10055679,2002015
818705,The product is on sale.,19,2019-07-23,10055682,2002018
818706,The product is on sale.,12,2019-11-06,10055685,2002021
818707,The product is on sale.,5,2019-06-01,10055688,2002024
818708,The product is on sale.,10,2019-09-13,10055691,2002027
818709,The product is on sale.,19,2019-05-23,10055694,2002030
818710,The product is on sale.,10,2019-09-05,10055697,2002033
818711,The product is on sale.,4,2019-09-27,10055700,2002036
818712,The product is on sale.,16,2019-06-19,10055703,2002039
818713,The product is on sale.,1,2019-08-11,10055706,2002042
818714,The product is on sale.,9,2019-09-06,10055709,2002045
818715,The product is on sale.,10,2019-12-07,10055712,2002048
818716,The product is on sale.,2,2019-08-19,10055715,2002051
818717,The product is on sale.,14,2019-11-02,10055718,2002054
818718,The product is on sale.,12,2019-08-11,10055721,2002057
818719,The product is on sale.,14,2020-01-14,10055724,2002060
818720,The product is on sale.,18,2019-06-28,10055727,2002063
818721,The product is on sale.,2,2019-12-30,10055730,2002066
818722,The product is on sale.,6,2019-07-13,10055733,2002069
818723,The product is on sale.,3,2019-07-06,10055736,2002072
818724,The product is on sale.,6,2019-10-12,10055739,2002075
818725,The product is on sale.,14,2019-07-29,10055742,2002078
818726,The product is on sale.,2,2019-09-24,10055745,2002081
818727,The product is on sale.,8,2019-12-01,10055748,2002084
818728,The product is on sale.,11,2019-09-03,10055751,2002087
818729,The product is on sale.,4,2019-07-28,10055754,2002090
818730,The product is on sale.,17,2020-01-16,10055757,2002093
818731,The product is on sale.,4,2019-12-07,10055760,2002096
818732,The product is on sale.,1,2019-06-06,10055763,2002099
818733,The product is on sale.,11,2020-01-19,10055766,2002102
818734,The product is on sale.,1,2020-01-18,10055769,2002105
818735,The product is on sale.,4,2019-06-28,10055772,2002108
818736,The product is on sale.,17,2019-05-16,10055775,2002111
818737,The product is on sale.,11,2019-10-21,10055778,2002114
818738,The product is on sale.,4,2019-08-30,10055781,2002117
818739,The product is on sale.,16,2020-01-23,10055784,2002120
818740,The product is on sale.,9,2019-11-29,10055787,2002123
818741,The product is on sale.,15,2019-08-25,10055790,2002126
818742,The product is on sale.,3,2019-11-14,10055793,2002129
818743,The product is on sale.,19,2019-12-19,10055796,2002132
818744,The product is on sale.,9,2019-05-31,10055799,2002135
818745,The product is on sale.,13,2019-10-23,10055802,2002138
818746,The product is on sale.,6,2020-01-16,10055805,2002141
818747,The product is on sale.,14,2019-07-22,10055808,2002144
818748,The product is on sale.,5,2019-12-23,10055811,2002147
818749,The product is on sale.,6,2019-06-06,10055814,2002150
818750,The product is on sale.,2,2019-06-04,10055817,2002153
818751,The product is on sale.,15,2019-12-03,10055820,2002156
818752,The product is on sale.,3,2019-07-20,10055823,2002159
818753,The product is on sale.,15,2019-11-14,10055826,2002162
818754,The product is on sale.,8,2019-06-02,10055829,2002165
818755,The product is on sale.,15,2019-07-07,10055832,2002168
818756,The product is on sale.,1,2019-08-26,10055835,2002171
818757,The product is on sale.,3,2019-07-23,10055838,2002174
818758,The product is on sale.,1,2019-11-01,10055841,2002177
818759,The product is on sale.,10,2019-08-06,10055844,2002180
818760,The product is on sale.,15,2019-09-05,10055847,2002183
818761,The product is on sale.,4,2020-01-21,10055850,2002186
818762,The product is on sale.,10,2019-12-13,10055853,2002189
818763,The product is on sale.,1,2019-12-17,10055856,2002192
818764,The product is on sale.,9,2019-07-01,10055859,2002195
818765,The product is on sale.,3,2019-11-21,10055862,2002198
818766,The product is on sale.,5,2019-11-02,10055865,2002201
818767,The product is on sale.,11,2019-06-22,10055868,2002204
818768,The product is on sale.,12,2019-05-23,10055871,2002207
818769,The product is on sale.,6,2019-08-19,10055874,2002210
818770,The product is on sale.,7,2019-12-02,10055877,2002213
818771,The product is on sale.,3,2019-12-02,10055880,2002216
818772,The product is on sale.,14,2019-05-31,10055883,2002219
818773,The product is on sale.,16,2019-10-29,10055886,2002222
818774,The product is on sale.,5,2019-08-12,10055889,2002225
818775,The product is on sale.,13,2019-06-20,10055892,2002228
818776,The product is on sale.,4,2019-09-13,10055895,2002231
818777,The product is on sale.,8,2019-11-08,10055898,2002234
818778,The product is on sale.,7,2019-12-04,10055901,2002237
818779,The product is on sale.,10,2019-12-06,10055904,2002240
818780,The product is on sale.,19,2019-12-08,10055907,2002243
818781,The product is on sale.,19,2019-05-25,10055910,2002246
818782,The product is on sale.,11,2019-08-11,10055913,2002249
818783,The product is on sale.,10,2019-06-20,10055916,2002252
818784,The product is on sale.,1,2019-10-12,10055919,2002255
818785,The product is on sale.,20,2019-07-31,10055922,2002258
818786,The product is on sale.,14,2019-11-19,10055925,2002261
818787,The product is on sale.,2,2019-07-13,10055928,2002264
818788,The product is on sale.,8,2019-12-10,10055931,2002267
818789,The product is on sale.,14,2019-06-18,10055934,2002270
818790,The product is on sale.,3,2019-06-04,10055937,2002273
818791,The product is on sale.,2,2019-07-25,10055940,2002276
818792,The product is on sale.,13,2019-09-26,10055943,2002279
818793,The product is on sale.,5,2019-08-25,10055946,2002282
818794,The product is on sale.,9,2019-12-24,10055949,2002285
818795,The product is on sale.,10,2019-12-09,10055952,2002288
818796,The product is on sale.,2,2019-08-29,10055955,2002291
818797,The product is on sale.,9,2019-08-10,10055958,2002294
818798,The product is on sale.,17,2019-08-15,10055961,2002297
818799,The product is on sale.,9,2019-12-06,10055964,2002300
818800,The product is on sale.,20,2019-12-17,10055967,2002303
818801,The product is on sale.,7,2019-08-21,10055970,2002306
818802,The product is on sale.,5,2019-07-14,10055973,2002309
818803,The product is on sale.,13,2019-07-11,10055976,2002312
818804,The product is on sale.,14,2019-08-14,10055979,2002315
818805,The product is on sale.,5,2019-09-03,10055982,2002318
818806,The product is on sale.,4,2020-01-21,10055985,2002321
818807,The product is on sale.,12,2019-12-09,10055988,2002324
818808,The product is on sale.,6,2019-09-19,10055991,2002327
818809,The product is on sale.,1,2019-08-20,10055994,2002330
818810,The product is on sale.,17,2020-01-08,10055997,2002333
818811,The product is on sale.,8,2019-12-27,10056000,2002336
818812,The product is on sale.,2,2019-11-21,10056003,2002339
818813,The product is on sale.,14,2020-01-10,10056006,2002342
818814,The product is on sale.,13,2019-09-25,10056009,2002345
818815,The product is on sale.,20,2019-12-06,10056012,2002348
818816,The product is on sale.,2,2019-07-05,10056015,2002351
818817,The product is on sale.,20,2019-06-05,10056018,2002354
818818,The product is on sale.,9,2019-05-23,10056021,2002357
818819,The product is on sale.,7,2019-09-03,10056024,2002360
818820,The product is on sale.,14,2019-06-19,10056027,2002363
818821,The product is on sale.,12,2019-05-16,10056030,2002366
818822,The product is on sale.,7,2019-09-06,10056033,2002369
818823,The product is on sale.,14,2019-08-01,10056036,2002372
818824,The product is on sale.,17,2019-07-23,10056039,2002375
818825,The product is on sale.,1,2019-12-24,10056042,2002378
818826,The product is on sale.,8,2020-01-16,10056045,2002381
818827,The product is on sale.,11,2019-11-18,10056048,2002384
818828,The product is on sale.,4,2019-09-21,10056051,2002387
818829,The product is on sale.,14,2019-10-28,10056054,2002390
818830,The product is on sale.,2,2019-11-02,10056057,2002393
818831,The product is on sale.,12,2019-07-07,10056060,2002396
818832,The product is on sale.,11,2019-05-20,10056063,2002399
818833,The product is on sale.,11,2019-11-08,10056066,2002402
818834,The product is on sale.,13,2019-08-24,10056069,2002405
818835,The product is on sale.,15,2020-01-12,10056072,2002408
818836,The product is on sale.,4,2019-05-15,10056075,2002411
818837,The product is on sale.,20,2019-11-09,10056078,2002414
818838,The product is on sale.,8,2019-09-12,10056081,2002417
818839,The product is on sale.,17,2020-01-09,10056084,2002420
818840,The product is on sale.,19,2019-09-12,10056087,2002423
818841,The product is on sale.,10,2019-10-04,10056090,2002426
818842,The product is on sale.,12,2019-09-09,10056093,2002429
818843,The product is on sale.,15,2019-10-19,10056096,2002432
818844,The product is on sale.,14,2019-08-23,10056099,2002435
818845,The product is on sale.,8,2019-09-18,10056102,2002438
818846,The product is on sale.,10,2020-01-02,10056105,2002441
818847,The product is on sale.,5,2019-06-12,10056108,2002444
818848,The product is on sale.,2,2019-06-12,10056111,2002447
818849,The product is on sale.,10,2019-12-14,10056114,2002450
818850,The product is on sale.,18,2019-10-14,10056117,2002453
818851,The product is on sale.,10,2019-06-06,10056120,2002456
818852,The product is on sale.,9,2019-07-02,10056123,2002459
818853,The product is on sale.,19,2019-12-23,10056126,2002462
818854,The product is on sale.,14,2020-01-13,10056129,2002465
818855,The product is on sale.,19,2019-09-01,10056132,2002468
818856,The product is on sale.,7,2020-01-07,10056135,2002471
818857,The product is on sale.,9,2019-08-11,10056138,2002474
818858,The product is on sale.,4,2019-08-22,10056141,2002477
818859,The product is on sale.,3,2019-10-01,10056144,2002480
818860,The product is on sale.,18,2019-10-18,10056147,2002483
818861,The product is on sale.,3,2019-07-18,10056150,2002486
818862,The product is on sale.,16,2019-12-14,10056153,2002489
818863,The product is on sale.,9,2019-11-03,10056156,2002492
818864,The product is on sale.,17,2019-10-29,10056159,2002495
818865,The product is on sale.,1,2019-09-23,10056162,2002498
818866,The product is on sale.,7,2020-01-11,10056165,2002501
818867,The product is on sale.,3,2019-10-01,10056168,2002504
818868,The product is on sale.,20,2020-01-11,10056171,2002507
818869,The product is on sale.,14,2019-12-27,10056174,2002510
818870,The product is on sale.,3,2019-08-25,10056177,2002513
818871,The product is on sale.,9,2019-08-14,10056180,2002516
818872,The product is on sale.,19,2019-07-22,10056183,2002519
818873,The product is on sale.,6,2019-05-29,10056186,2002522
818874,The product is on sale.,9,2019-06-05,10056189,2002525
818875,The product is on sale.,1,2019-09-24,10056192,2002528
818876,The product is on sale.,20,2019-09-02,10056195,2002531
818877,The product is on sale.,6,2019-06-27,10056198,2002534
818878,The product is on sale.,17,2020-01-01,10056201,2002537
818879,The product is on sale.,15,2019-10-22,10056204,2002540
818880,The product is on sale.,13,2019-06-23,10056207,2002543
818881,The product is on sale.,6,2019-05-21,10056210,2002546
818882,The product is on sale.,13,2019-10-12,10056213,2002549
818883,The product is on sale.,13,2019-05-29,10056216,2002552
818884,The product is on sale.,4,2019-07-24,10056219,2002555
818885,The product is on sale.,15,2019-12-26,10056222,2002558
818886,The product is on sale.,16,2019-10-09,10056225,2002561
818887,The product is on sale.,4,2019-12-06,10056228,2002564
818888,The product is on sale.,18,2019-12-04,10056231,2002567
818889,The product is on sale.,8,2019-11-29,10056234,2002570
818890,The product is on sale.,6,2019-11-28,10056237,2002573
818891,The product is on sale.,2,2019-11-20,10056240,2002576
818892,The product is on sale.,7,2019-07-03,10056243,2002579
818893,The product is on sale.,18,2019-07-13,10056246,2002582
818894,The product is on sale.,12,2019-06-03,10056249,2002585
818895,The product is on sale.,5,2019-08-11,10056252,2002588
818896,The product is on sale.,9,2019-05-09,10056255,2002591
818897,The product is on sale.,5,2019-09-19,10056258,2002594
818898,The product is on sale.,6,2019-07-26,10056261,2002597
818899,The product is on sale.,9,2019-09-07,10056264,2002600
818900,The product is on sale.,12,2019-11-04,10056267,2002603
818901,The product is on sale.,13,2019-08-01,10056270,2002606
818902,The product is on sale.,18,2019-11-14,10056273,2002609
818903,The product is on sale.,13,2020-01-04,10056276,2002612
818904,The product is on sale.,9,2019-10-19,10056279,2002615
818905,The product is on sale.,11,2019-05-24,10056282,2002618
818906,The product is on sale.,19,2020-01-19,10056285,2002621
818907,The product is on sale.,3,2019-09-13,10056288,2002624
818908,The product is on sale.,15,2019-07-22,10056291,2002627
818909,The product is on sale.,10,2019-11-06,10056294,2002630
818910,The product is on sale.,17,2019-09-11,10056297,2002633
818911,The product is on sale.,8,2019-10-27,10056300,2002636
818912,The product is on sale.,9,2019-09-04,10056303,2002639
818913,The product is on sale.,6,2019-10-30,10056306,2002642
818914,The product is on sale.,17,2019-06-06,10056309,2002645
818915,The product is on sale.,12,2019-07-09,10056312,2002648
818916,The product is on sale.,15,2019-10-02,10056315,2002651
818917,The product is on sale.,6,2019-10-25,10056318,2002654
818918,The product is on sale.,10,2019-11-21,10056321,2002657
818919,The product is on sale.,3,2019-12-25,10056324,2002660
818920,The product is on sale.,18,2019-07-17,10056327,2002663
818921,The product is on sale.,17,2019-08-04,10056330,2002666
818922,The product is on sale.,11,2019-11-25,10056333,2002669
818923,The product is on sale.,16,2019-11-05,10056336,2002672
818924,The product is on sale.,17,2019-10-13,10056339,2002675
818925,The product is on sale.,6,2019-09-01,10056342,2002678
818926,The product is on sale.,1,2019-08-29,10056345,2002681
818927,The product is on sale.,7,2019-11-05,10056348,2002684
818928,The product is on sale.,13,2020-01-20,10056351,2002687
818929,The product is on sale.,14,2019-12-20,10056354,2002690
818930,The product is on sale.,6,2019-09-08,10056357,2002693
818931,The product is on sale.,6,2019-06-28,10056360,2002696
818932,The product is on sale.,1,2019-10-21,10056363,2002699
818933,The product is on sale.,13,2019-08-11,10056366,2002702
818934,The product is on sale.,10,2020-01-12,10056369,2002705
818935,The product is on sale.,3,2019-11-28,10056372,2002708
818936,The product is on sale.,4,2019-12-20,10056375,2002711
818937,The product is on sale.,15,2019-09-03,10056378,2002714
818938,The product is on sale.,15,2019-09-30,10056381,2002717
818939,The product is on sale.,13,2019-11-13,10056384,2002720
818940,The product is on sale.,10,2019-08-18,10056387,2002723
818941,The product is on sale.,8,2019-06-16,10056390,2002726
818942,The product is on sale.,6,2019-06-28,10056393,2002729
818943,The product is on sale.,7,2019-06-02,10056396,2002732
818944,The product is on sale.,15,2019-09-25,10056399,2002735
818945,The product is on sale.,3,2019-12-14,10056402,2002738
818946,The product is on sale.,7,2019-07-04,10056405,2002741
818947,The product is on sale.,9,2020-01-14,10056408,2002744
818948,The product is on sale.,2,2020-01-23,10056411,2002747
818949,The product is on sale.,18,2019-11-14,10056414,2002750
818950,The product is on sale.,10,2019-08-08,10056417,2002753
818951,The product is on sale.,10,2019-11-20,10056420,2002756
818952,The product is on sale.,9,2019-08-17,10056423,2002759
818953,The product is on sale.,20,2019-08-30,10056426,2002762
818954,The product is on sale.,5,2019-09-01,10056429,2002765
818955,The product is on sale.,11,2019-07-30,10056432,2002768
818956,The product is on sale.,1,2020-01-03,10056435,2002771
818957,The product is on sale.,4,2019-05-18,10056438,2002774
818958,The product is on sale.,14,2019-10-01,10056441,2002777
818959,The product is on sale.,13,2019-07-28,10056444,2002780
818960,The product is on sale.,12,2019-06-20,10056447,2002783
818961,The product is on sale.,5,2019-06-19,10056450,2002786
818962,The product is on sale.,5,2019-09-10,10056453,2002789
818963,The product is on sale.,8,2019-10-12,10056456,2002792
818964,The product is on sale.,2,2020-01-06,10056459,2002795
818965,The product is on sale.,7,2019-12-21,10056462,2002798
818966,The product is on sale.,9,2019-12-19,10056465,2002801
818967,The product is on sale.,12,2019-05-12,10056468,2002804
818968,The product is on sale.,2,2019-11-18,10056471,2002807
818969,The product is on sale.,5,2019-12-14,10056474,2002810
818970,The product is on sale.,12,2019-06-24,10056477,2002813
818971,The product is on sale.,16,2019-08-28,10056480,2002816
818972,The product is on sale.,18,2019-09-16,10056483,2002819
818973,The product is on sale.,4,2019-08-03,10056486,2002822
818974,The product is on sale.,3,2019-11-19,10056489,2002825
818975,The product is on sale.,6,2019-12-14,10056492,2002828
818976,The product is on sale.,1,2019-06-11,10056495,2002831
818977,The product is on sale.,9,2019-07-06,10056498,2002834
818978,The product is on sale.,5,2019-12-11,10056501,2002837
818979,The product is on sale.,20,2019-10-01,10056504,2002840
818980,The product is on sale.,14,2019-06-19,10056507,2002843
818981,The product is on sale.,10,2019-08-22,10056510,2002846
818982,The product is on sale.,10,2019-06-15,10056513,2002849
818983,The product is on sale.,8,2019-10-14,10056516,2002852
818984,The product is on sale.,7,2019-07-08,10056519,2002855
818985,The product is on sale.,2,2019-07-15,10056522,2002858
818986,The product is on sale.,3,2019-07-05,10056525,2002861
818987,The product is on sale.,14,2019-05-09,10056528,2002864
818988,The product is on sale.,9,2019-08-14,10056531,2002867
818989,The product is on sale.,15,2020-01-19,10056534,2002870
818990,The product is on sale.,13,2019-06-08,10056537,2002873
818991,The product is on sale.,6,2019-12-05,10056540,2002876
818992,The product is on sale.,1,2019-07-15,10056543,2002879
818993,The product is on sale.,15,2019-07-11,10056546,2002882
818994,The product is on sale.,6,2020-01-11,10056549,2002885
818995,The product is on sale.,12,2019-09-11,10056552,2002888
818996,The product is on sale.,2,2019-07-27,10056555,2002891
818997,The product is on sale.,12,2019-05-11,10056558,2002894
818998,The product is on sale.,13,2019-11-14,10056561,2002897
818999,The product is on sale.,15,2019-05-26,10056564,2002900
819000,The product is on sale.,7,2019-10-24,10056567,2002903
819001,The product is on sale.,2,2019-06-12,10056570,2002906
819002,The product is on sale.,7,2019-08-31,10056573,2002909
819003,The product is on sale.,9,2019-05-14,10056576,2002912
819004,The product is on sale.,20,2019-07-20,10056579,2002915
819005,The product is on sale.,12,2019-06-30,10056582,2002918
819006,The product is on sale.,14,2019-09-19,10056585,2002921
819007,The product is on sale.,10,2019-11-30,10056588,2002924
819008,The product is on sale.,12,2019-05-10,10056591,2002927
819009,The product is on sale.,4,2019-10-13,10056594,2002930
819010,The product is on sale.,8,2019-10-23,10056597,2002933
819011,The product is on sale.,4,2019-05-28,10056600,2002936
819012,The product is on sale.,15,2019-12-09,10056603,2002939
819013,The product is on sale.,19,2019-08-04,10056606,2002942
819014,The product is on sale.,15,2019-08-09,10056609,2002945
819015,The product is on sale.,14,2019-10-20,10056612,2002948
819016,The product is on sale.,13,2019-10-18,10056615,2002951
819017,The product is on sale.,16,2019-07-12,10056618,2002954
819018,The product is on sale.,4,2019-05-18,10056621,2002957
819019,The product is on sale.,19,2019-06-24,10056624,2002960
819020,The product is on sale.,18,2019-12-21,10056627,2002963
819021,The product is on sale.,15,2019-05-11,10056630,2002966
819022,The product is on sale.,15,2019-08-22,10056633,2002969
819023,The product is on sale.,3,2019-08-18,10056636,2002972
819024,The product is on sale.,7,2019-09-15,10056639,2002975
819025,The product is on sale.,12,2019-12-08,10056642,2002978
819026,The product is on sale.,13,2019-08-28,10056645,2002981
819027,The product is on sale.,14,2019-06-22,10056648,2002984
819028,The product is on sale.,20,2019-11-03,10056651,2002987
819029,The product is on sale.,7,2019-06-03,10056654,2002990
819030,The product is on sale.,20,2019-10-31,10056657,2002993
819031,The product is on sale.,2,2019-12-20,10056660,2002996
819032,The product is on sale.,5,2019-12-29,10056663,2002999
819033,The product is on sale.,17,2019-08-14,10056666,2003002
819034,The product is on sale.,18,2019-09-15,10056669,2003005
819035,The product is on sale.,17,2019-08-17,10056672,2003008
819036,The product is on sale.,9,2019-07-03,10056675,2003011
819037,The product is on sale.,17,2019-10-15,10056678,2003014
819038,The product is on sale.,2,2019-09-14,10056681,2003017
819039,The product is on sale.,16,2019-06-04,10056684,2003020
819040,The product is on sale.,17,2019-10-08,10056687,2003023
819041,The product is on sale.,12,2019-07-04,10056690,2003026
819042,The product is on sale.,1,2019-05-25,10056693,2003029
819043,The product is on sale.,7,2019-05-17,10056696,2003032
819044,The product is on sale.,17,2019-11-23,10056699,2003035
819045,The product is on sale.,6,2019-12-26,10056702,2003038
819046,The product is on sale.,6,2020-01-23,10056705,2003041
819047,The product is on sale.,19,2019-05-09,10056708,2003044
819048,The product is on sale.,8,2020-01-07,10056711,2003047
819049,The product is on sale.,4,2019-07-15,10056714,2003050
819050,The product is on sale.,13,2019-06-15,10056717,2003053
819051,The product is on sale.,20,2019-11-06,10056720,2003056
819052,The product is on sale.,2,2020-01-23,10056723,2003059
819053,The product is on sale.,5,2019-09-16,10056726,2003062
819054,The product is on sale.,8,2019-06-09,10056729,2003065
819055,The product is on sale.,10,2019-11-04,10056732,2003068
819056,The product is on sale.,19,2019-12-05,10056735,2003071
819057,The product is on sale.,7,2020-01-15,10056738,2003074
819058,The product is on sale.,19,2019-07-14,10056741,2003077
819059,The product is on sale.,12,2019-10-30,10056744,2003080
819060,The product is on sale.,7,2019-05-20,10056747,2003083
819061,The product is on sale.,20,2019-09-19,10056750,2003086
819062,The product is on sale.,3,2019-11-05,10056753,2003089
819063,The product is on sale.,17,2019-08-16,10056756,2003092
819064,The product is on sale.,18,2019-05-31,10056759,2003095
819065,The product is on sale.,18,2019-05-19,10056762,2003098
819066,The product is on sale.,18,2019-07-24,10056765,2003101
819067,The product is on sale.,12,2019-10-24,10056768,2003104
819068,The product is on sale.,11,2019-06-25,10056771,2003107
819069,The product is on sale.,11,2019-09-27,10056774,2003110
819070,The product is on sale.,12,2020-01-17,10056777,2003113
819071,The product is on sale.,5,2019-06-09,10056780,2003116
819072,The product is on sale.,17,2019-11-19,10056783,2003119
819073,The product is on sale.,4,2020-01-09,10056786,2003122
819074,The product is on sale.,5,2019-07-25,10056789,2003125
819075,The product is on sale.,1,2019-07-28,10056792,2003128
819076,The product is on sale.,17,2019-06-26,10056795,2003131
819077,The product is on sale.,14,2019-08-27,10056798,2003134
819078,The product is on sale.,6,2020-01-14,10056801,2003137
819079,The product is on sale.,7,2019-07-04,10056804,2003140
819080,The product is on sale.,6,2019-05-15,10056807,2003143
819081,The product is on sale.,11,2019-05-27,10056810,2003146
819082,The product is on sale.,16,2019-10-02,10056813,2003149
819083,The product is on sale.,16,2019-07-20,10056816,2003152
819084,The product is on sale.,5,2019-07-22,10056819,2003155
819085,The product is on sale.,7,2019-10-05,10056822,2003158
819086,The product is on sale.,18,2019-07-06,10056825,2003161
819087,The product is on sale.,16,2019-08-24,10056828,2003164
819088,The product is on sale.,20,2019-06-15,10056831,2003167
819089,The product is on sale.,3,2020-01-05,10056834,2003170
819090,The product is on sale.,7,2019-05-22,10056837,2003173
819091,The product is on sale.,8,2019-11-21,10056840,2003176
819092,The product is on sale.,2,2019-06-03,10056843,2003179
819093,The product is on sale.,10,2019-12-19,10056846,2003182
819094,The product is on sale.,6,2019-08-07,10056849,2003185
819095,The product is on sale.,14,2019-07-20,10056852,2003188
819096,The product is on sale.,15,2019-09-06,10056855,2003191
819097,The product is on sale.,17,2019-12-24,10056858,2003194
819098,The product is on sale.,1,2019-08-09,10056861,2003197
819099,The product is on sale.,6,2020-01-09,10056864,2003200
819100,The product is on sale.,16,2019-11-10,10056867,2003203
819101,The product is on sale.,17,2020-01-14,10056870,2003206
819102,The product is on sale.,3,2019-06-25,10056873,2003209
819103,The product is on sale.,11,2019-10-23,10056876,2003212
819104,The product is on sale.,7,2019-12-05,10056879,2003215
819105,The product is on sale.,18,2020-01-18,10056882,2003218
819106,The product is on sale.,6,2019-08-02,10056885,2003221
819107,The product is on sale.,7,2019-10-03,10056888,2003224
819108,The product is on sale.,11,2019-07-03,10056891,2003227
819109,The product is on sale.,12,2019-11-19,10056894,2003230
819110,The product is on sale.,6,2020-01-22,10056897,2003233
819111,The product is on sale.,11,2020-01-19,10056900,2003236
819112,The product is on sale.,20,2019-08-15,10056903,2003239
819113,The product is on sale.,11,2019-07-27,10056906,2003242
819114,The product is on sale.,13,2019-07-05,10056909,2003245
819115,The product is on sale.,7,2019-07-12,10056912,2003248
819116,The product is on sale.,20,2019-07-02,10056915,2003251
819117,The product is on sale.,7,2019-07-31,10056918,2003254
819118,The product is on sale.,7,2019-08-21,10056921,2003257
819119,The product is on sale.,18,2019-08-29,10056924,2003260
819120,The product is on sale.,15,2019-08-23,10056927,2003263
819121,The product is on sale.,14,2020-01-13,10056930,2003266
819122,The product is on sale.,5,2020-01-19,10056933,2003269
819123,The product is on sale.,16,2019-11-15,10056936,2003272
819124,The product is on sale.,10,2019-08-12,10056939,2003275
819125,The product is on sale.,16,2019-12-02,10056942,2003278
819126,The product is on sale.,12,2020-01-19,10056945,2003281
819127,The product is on sale.,12,2019-08-03,10056948,2003284
819128,The product is on sale.,20,2019-06-29,10056951,2003287
819129,The product is on sale.,20,2019-05-25,10056954,2003290
819130,The product is on sale.,8,2019-10-19,10056957,2003293
819131,The product is on sale.,20,2019-07-14,10056960,2003296
819132,The product is on sale.,4,2019-08-05,10056963,2003299
819133,The product is on sale.,13,2019-08-06,10056966,2003302
819134,The product is on sale.,18,2019-11-24,10056969,2003305
819135,The product is on sale.,13,2019-06-14,10056972,2003308
819136,The product is on sale.,18,2019-09-26,10056975,2003311
819137,The product is on sale.,8,2019-12-14,10056978,2003314
819138,The product is on sale.,5,2019-11-28,10056981,2003317
819139,The product is on sale.,4,2019-11-23,10056984,2003320
819140,The product is on sale.,18,2020-01-02,10056987,2003323
819141,The product is on sale.,4,2019-09-23,10056990,2003326
819142,The product is on sale.,11,2019-11-01,10056993,2003329
819143,The product is on sale.,18,2019-09-24,10056996,2003332
819144,The product is on sale.,17,2019-10-15,10056999,2003335
819145,The product is on sale.,18,2019-10-14,10057002,2003338
819146,The product is on sale.,13,2019-11-29,10057005,2003341
819147,The product is on sale.,9,2019-11-10,10057008,2003344
819148,The product is on sale.,1,2019-09-15,10057011,2003347
819149,The product is on sale.,10,2019-07-30,10057014,2003350
819150,The product is on sale.,11,2019-12-20,10057017,2003353
819151,The product is on sale.,4,2019-08-30,10057020,2003356
819152,The product is on sale.,19,2019-07-17,10057023,2003359
819153,The product is on sale.,13,2019-11-06,10057026,2003362
819154,The product is on sale.,12,2019-08-11,10057029,2003365
819155,The product is on sale.,14,2019-10-08,10057032,2003368
819156,The product is on sale.,3,2019-11-06,10057035,2003371
819157,The product is on sale.,18,2019-06-05,10057038,2003374
819158,The product is on sale.,8,2019-09-17,10057041,2003377
819159,The product is on sale.,9,2019-11-26,10057044,2003380
819160,The product is on sale.,11,2020-01-06,10057047,2003383
819161,The product is on sale.,2,2019-08-19,10057050,2003386
819162,The product is on sale.,14,2019-11-02,10057053,2003389
819163,The product is on sale.,19,2019-08-04,10057056,2003392
819164,The product is on sale.,10,2019-11-16,10057059,2003395
819165,The product is on sale.,11,2019-11-23,10057062,2003398
819166,The product is on sale.,3,2019-08-27,10057065,2003401
819167,The product is on sale.,17,2019-09-20,10057068,2003404
819168,The product is on sale.,18,2020-01-07,10057071,2003407
819169,The product is on sale.,3,2019-05-16,10057074,2003410
819170,The product is on sale.,8,2019-07-01,10057077,2003413
819171,The product is on sale.,3,2019-12-15,10057080,2003416
819172,The product is on sale.,19,2019-07-27,10057083,2003419
819173,The product is on sale.,2,2019-05-22,10057086,2003422
819174,The product is on sale.,4,2019-05-31,10057089,2003425
819175,The product is on sale.,16,2019-07-11,10057092,2003428
819176,The product is on sale.,15,2019-07-25,10057095,2003431
819177,The product is on sale.,2,2019-09-06,10057098,2003434
819178,The product is on sale.,20,2019-10-10,10057101,2003437
819179,The product is on sale.,18,2019-12-19,10057104,2003440
819180,The product is on sale.,12,2020-01-02,10057107,2003443
819181,The product is on sale.,14,2019-05-11,10057110,2003446
819182,The product is on sale.,17,2019-05-17,10057113,2003449
819183,The product is on sale.,20,2019-09-05,10057116,2003452
