policyNumber,validity,refundPercent,orderNumber,productId
AS156070,9,66,8120938,2014101
AS156071,14,42,8120958,2014105
AS156072,12,47,8120978,2014109
AS156073,7,45,8120998,2014113
AS156074,11,40,8121018,2014117
AS156075,7,42,8121038,2014121
AS156076,12,63,8121058,2014125
AS156077,13,45,8121078,2014129
AS156078,7,57,8121098,2014133
AS156079,10,63,8121118,2014137
AS156080,13,57,8121138,2014141
AS156081,6,40,8121158,2014145
AS156082,9,44,8121178,2014149
AS156083,14,59,8121198,2014153
AS156084,8,69,8121218,2014157
AS156085,6,56,8121238,2014161
AS156086,11,64,8121258,2014165
AS156087,13,66,8121278,2014169
AS156088,8,52,8121298,2014173
AS156089,12,66,8121318,2014177
AS156090,5,47,8121338,2014181
AS156091,11,47,8121358,2014185
AS156092,5,50,8121378,2014189
AS156093,8,43,8121398,2014193
AS156094,13,48,8121418,2014197
AS156095,7,61,8121438,2014201
AS156096,14,55,8121458,2014205
AS156097,11,41,8121478,2014209
AS156098,5,64,8121498,2014213
AS156099,9,42,8121518,2014217
AS156100,14,54,8121538,2014221
AS156101,13,65,8121558,2014225
AS156102,11,46,8121578,2014229
AS156103,9,64,8121598,2014233
AS156104,5,46,8121618,2014237
AS156105,12,62,8121638,2014241
AS156106,6,69,8121658,2014245
AS156107,14,64,8121678,2014249
AS156108,14,70,8121698,2014253
AS156109,11,64,8121718,2014257
AS156110,8,56,8121738,2014261
AS156111,12,63,8121758,2014265
AS156112,14,56,8121778,2014269
AS156113,14,68,8121798,2014273
AS156114,10,56,8121818,2014277
AS156115,9,63,8121838,2014281
AS156116,13,53,8121858,2014285
AS156117,8,48,8121878,2014289
AS156118,5,44,8121898,2014293
AS156119,9,69,8121918,2014297
AS156120,13,61,8121938,2014301
AS156121,5,62,8121958,2014305
AS156122,10,50,8121978,2014309
AS156123,14,60,8121998,2014313
AS156124,7,43,8122018,2014317
AS156125,6,66,8122038,2014321
AS156126,12,40,8122058,2014325
AS156127,10,50,8122078,2014329
AS156128,11,65,8122098,2014333
AS156129,11,63,8122118,2014337
AS156130,13,55,8122138,2014341
AS156131,7,45,8122158,2014345
AS156132,9,61,8122178,2014349
AS156133,13,54,8122198,2014353
AS156134,9,48,8122218,2014357
AS156135,9,53,8122238,2014361
AS156136,10,47,8122258,2014365
AS156137,14,55,8122278,2014369
AS156138,11,44,8122298,2014373
AS156139,6,52,8122318,2014377
AS156140,7,51,8122338,2014381
AS156141,14,53,8122358,2014385
AS156142,5,57,8122378,2014389
AS156143,12,63,8122398,2014393
AS156144,9,50,8122418,2014397
AS156145,11,52,8122438,2014401
AS156146,5,57,8122458,2014405
AS156147,6,49,8122478,2014409
AS156148,5,57,8122498,2014413
AS156149,12,69,8122518,2014417
AS156150,9,44,8122538,2014421
AS156151,14,46,8122558,2014425
AS156152,13,63,8122578,2014429
AS156153,5,67,8122598,2014433
AS156154,13,66,8122618,2014437
AS156155,10,50,8122638,2014441
AS156156,5,56,8122658,2014445
AS156157,10,50,8122678,2014449
AS156158,6,47,8122698,2014453
AS156159,5,60,8122718,2014457
AS156160,5,55,8122738,2014461
AS156161,14,44,8122758,2014465
AS156162,11,64,8122778,2014469
AS156163,8,42,8122798,2014473
AS156164,9,47,8122818,2014477
AS156165,8,56,8122838,2014481
AS156166,13,63,8122858,2014485
AS156167,12,66,8122878,2014489
AS156168,8,42,8122898,2014493
AS156169,9,63,8122918,2014497
AS156170,14,51,8122938,2014501
AS156171,9,50,8122958,2014505
AS156172,8,50,8122978,2014509
AS156173,13,65,8122998,2014513
AS156174,12,68,8123018,2014517
AS156175,9,45,8123038,2014521
AS156176,11,70,8123058,2014525
AS156177,13,59,8123078,2014529
AS156178,6,70,8123098,2014533
AS156179,5,52,8123118,2014537
AS156180,11,57,8123138,2014541
AS156181,10,46,8123158,2014545
AS156182,13,41,8123178,2014549
AS156183,5,63,8123198,2014553
AS156184,6,56,8123218,2014557
AS156185,5,43,8123238,2014561
AS156186,9,51,8123258,2014565
AS156187,13,49,8123278,2014569
AS156188,7,60,8123298,2014573
AS156189,5,64,8123318,2014577
AS156190,6,42,8123338,2014581
AS156191,8,62,8123358,2014585
AS156192,8,58,8123378,2014589
AS156193,7,67,8123398,2014593
AS156194,5,51,8123418,2014597
AS156195,5,60,8123438,2014601
AS156196,8,70,8123458,2014605
AS156197,6,64,8123478,2014609
AS156198,5,70,8123498,2014613
AS156199,13,54,8123518,2014617
AS156200,13,66,8123538,2014621
AS156201,9,49,8123558,2014625
AS156202,9,40,8123578,2014629
AS156203,12,44,8123598,2014633
AS156204,7,55,8123618,2014637
AS156205,9,40,8123638,2014641
AS156206,8,64,8123658,2014645
AS156207,11,45,8123678,2014649
AS156208,7,43,8123698,2014653
AS156209,14,41,8123718,2014657
AS156210,11,66,8123738,2014661
AS156211,12,70,8123758,2014665
AS156212,13,65,8123778,2014669
AS156213,13,49,8123798,2014673
AS156214,13,58,8123818,2014677
AS156215,12,41,8123838,2014681
AS156216,5,60,8123858,2014685
AS156217,7,57,8123878,2014689
AS156218,10,41,8123898,2014693
AS156219,10,63,8123918,2014697
AS156220,14,45,8123938,2014701
AS156221,12,40,8123958,2014705
AS156222,9,69,8123978,2014709
AS156223,11,60,8123998,2014713
AS156224,6,42,8124018,2014717
AS156225,12,67,8124038,2014721
AS156226,6,47,8124058,2014725
AS156227,9,59,8124078,2014729
AS156228,9,63,8124098,2014733
AS156229,10,63,8124118,2014737
AS156230,6,55,8124138,2014741
AS156231,12,51,8124158,2014745
AS156232,9,47,8124178,2014749
AS156233,9,52,8124198,2014753
AS156234,12,51,8124218,2014757
AS156235,13,70,8124238,2014761
AS156236,8,42,8124258,2014765
AS156237,5,61,8124278,2014769
AS156238,5,47,8124298,2014773
AS156239,7,46,8124318,2014777
AS156240,13,52,8124338,2014781
AS156241,9,65,8124358,2014785
AS156242,10,64,8124378,2014789
AS156243,14,43,8124398,2014793
AS156244,14,61,8124418,2014797
AS156245,12,49,8124438,2014801
AS156246,13,52,8124458,2014805
AS156247,14,46,8124478,2014809
AS156248,7,54,8124498,2014813
AS156249,9,40,8124518,2014817
AS156250,8,44,8124538,2014821
AS156251,11,65,8124558,2014825
AS156252,10,49,8124578,2014829
AS156253,11,54,8124598,2014833
AS156254,10,45,8124618,2014837
AS156255,13,63,8124638,2014841
AS156256,11,60,8124658,2014845
AS156257,5,57,8124678,2014849
AS156258,5,42,8124698,2014853
AS156259,11,66,8124718,2014857
AS156260,14,70,8124738,2014861
AS156261,13,58,8124758,2014865
AS156262,13,51,8124778,2014869
AS156263,12,52,8124798,2014873
AS156264,12,69,8124818,2014877
AS156265,11,47,8124838,2014881
AS156266,5,68,8124858,2014885
AS156267,6,70,8124878,2014889
AS156268,8,57,8124898,2014893
AS156269,13,57,8124918,2014897
AS156270,12,42,8124938,2014901
AS156271,5,65,8124958,2014905
AS156272,7,66,8124978,2014909
AS156273,7,64,8124998,2014913
AS156274,11,62,8125018,2014917
AS156275,14,68,8125038,2014921
AS156276,12,45,8125058,2014925
AS156277,5,42,8125078,2014929
AS156278,11,54,8125098,2014933
AS156279,13,45,8125118,2014937
AS156280,9,69,8125138,2014941
AS156281,13,50,8125158,2014945
AS156282,12,68,8125178,2014949
AS156283,10,50,8125198,2014953
AS156284,14,45,8125218,2014957
AS156285,6,41,8125238,2014961
AS156286,7,43,8125258,2014965
AS156287,11,61,8125278,2014969
AS156288,11,58,8125298,2014973
AS156289,14,50,8125318,2014977
AS156290,8,70,8125338,2014981
AS156291,13,67,8125358,2014985
AS156292,12,47,8125378,2014989
AS156293,11,68,8125398,2014993
AS156294,13,44,8125418,2014997
AS156295,6,55,8125438,2015001
AS156296,8,68,8125458,2015005
AS156297,7,64,8125478,2015009
AS156298,13,44,8125498,2015013
AS156299,10,42,8125518,2015017
AS156300,11,52,8125538,2015021
AS156301,6,65,8125558,2015025
AS156302,9,55,8125578,2015029
AS156303,7,58,8125598,2015033
AS156304,13,47,8125618,2015037
AS156305,5,58,8125638,2015041
AS156306,11,54,8125658,2015045
AS156307,8,53,8125678,2015049
AS156308,12,70,8125698,2015053
AS156309,5,50,8125718,2015057
AS156310,13,69,8125738,2015061
AS156311,5,43,8125758,2015065
AS156312,8,59,8125778,2015069
AS156313,11,47,8125798,2015073
AS156314,6,68,8125818,2015077
AS156315,7,57,8125838,2015081
AS156316,13,46,8125858,2015085
AS156317,13,45,8125878,2015089
AS156318,12,58,8125898,2015093
AS156319,9,44,8125918,2015097
AS156320,14,68,8125938,2015101
AS156321,14,41,8125958,2015105
AS156322,11,65,8125978,2015109
AS156323,12,57,8125998,2015113
AS156324,8,41,8126018,2015117
AS156325,10,62,8126038,2015121
AS156326,14,52,8126058,2015125
AS156327,6,55,8126078,2015129
AS156328,6,70,8126098,2015133
AS156329,8,70,8126118,2015137
AS156330,11,50,8126138,2015141
AS156331,6,53,8126158,2015145
AS156332,11,48,8126178,2015149
AS156333,13,45,8126198,2015153
AS156334,13,45,8126218,2015157
AS156335,14,41,8126238,2015161
AS156336,9,49,8126258,2015165
AS156337,13,70,8126278,2015169
AS156338,10,66,8126298,2015173
AS156339,5,43,8126318,2015177
AS156340,6,50,8126338,2015181
AS156341,5,62,8126358,2015185
AS156342,14,55,8126378,2015189
AS156343,7,50,8126398,2015193
AS156344,11,43,8126418,2015197
AS156345,6,59,8126438,2015201
AS156346,12,60,8126458,2015205
AS156347,13,41,8126478,2015209
AS156348,11,55,8126498,2015213
AS156349,12,50,8126518,2015217
AS156350,14,55,8126538,2015221
AS156351,6,69,8126558,2015225
AS156352,8,46,8126578,2015229
AS156353,8,63,8126598,2015233
AS156354,12,70,8126618,2015237
AS156355,12,61,8126638,2015241
AS156356,11,53,8126658,2015245
AS156357,10,53,8126678,2015249
AS156358,13,62,8126698,2015253
AS156359,7,50,8126718,2015257
AS156360,6,56,8126738,2015261
AS156361,10,50,8126758,2015265
AS156362,8,67,8126778,2015269
AS156363,10,63,8126798,2015273
AS156364,10,68,8126818,2015277
AS156365,5,62,8126838,2015281
AS156366,8,64,8126858,2015285
AS156367,10,61,8126878,2015289
AS156368,11,65,8126898,2015293
AS156369,6,50,8126918,2015297
AS156370,9,65,8126938,2015301
AS156371,9,44,8126958,2015305
AS156372,12,62,8126978,2015309
AS156373,5,53,8126998,2015313
AS156374,10,65,8127018,2015317
AS156375,11,69,8127038,2015321
AS156376,8,46,8127058,2015325
AS156377,7,44,8127078,2015329
AS156378,10,58,8127098,2015333
AS156379,5,41,8127118,2015337
AS156380,14,40,8127138,2015341
AS156381,7,60,8127158,2015345
AS156382,14,42,8127178,2015349
AS156383,12,68,8127198,2015353
AS156384,7,49,8127218,2015357
AS156385,8,66,8127238,2015361
AS156386,8,46,8127258,2015365
AS156387,7,70,8127278,2015369
AS156388,12,53,8127298,2015373
AS156389,9,56,8127318,2015377
AS156390,8,54,8127338,2015381
AS156391,11,45,8127358,2015385
AS156392,9,60,8127378,2015389
AS156393,5,57,8127398,2015393
AS156394,14,54,8127418,2015397
AS156395,7,70,8127438,2015401
AS156396,5,41,8127458,2015405
AS156397,8,41,8127478,2015409
AS156398,13,58,8127498,2015413
AS156399,8,67,8127518,2015417
AS156400,12,70,8127538,2015421
AS156401,11,69,8127558,2015425
AS156402,8,49,8127578,2015429
AS156403,10,53,8127598,2015433
AS156404,6,59,8127618,2015437
AS156405,11,45,8127638,2015441
AS156406,11,41,8127658,2015445
AS156407,14,42,8127678,2015449
AS156408,10,69,8127698,2015453
AS156409,10,41,8127718,2015457
AS156410,7,56,8127738,2015461
AS156411,14,47,8127758,2015465
AS156412,5,60,8127778,2015469
AS156413,7,50,8127798,2015473
AS156414,12,50,8127818,2015477
AS156415,14,51,8127838,2015481
AS156416,5,51,8127858,2015485
AS156417,5,46,8127878,2015489
AS156418,6,41,8127898,2015493
AS156419,7,46,8127918,2015497
AS156420,9,51,8127938,2015501
AS156421,14,51,8127958,2015505
AS156422,6,54,8127978,2015509
AS156423,9,44,8127998,2015513
AS156424,13,70,8128018,2015517
AS156425,11,50,8128038,2015521
AS156426,8,45,8128058,2015525
AS156427,13,51,8128078,2015529
AS156428,12,40,8128098,2015533
AS156429,5,50,8128118,2015537
AS156430,8,42,8128138,2015541
AS156431,10,69,8128158,2015545
AS156432,12,58,8128178,2015549
AS156433,11,66,8128198,2015553
AS156434,6,46,8128218,2015557
AS156435,9,63,8128238,2015561
AS156436,6,67,8128258,2015565
AS156437,5,44,8128278,2015569
AS156438,7,59,8128298,2015573
AS156439,13,53,8128318,2015577
AS156440,5,63,8128338,2015581
AS156441,5,58,8128358,2015585
AS156442,12,43,8128378,2015589
AS156443,10,65,8128398,2015593
AS156444,6,63,8128418,2015597
AS156445,6,59,8128438,2015601
AS156446,10,40,8128458,2015605
AS156447,10,46,8128478,2015609
AS156448,8,62,8128498,2015613
AS156449,6,63,8128518,2015617
AS156450,8,66,8128538,2015621
AS156451,6,48,8128558,2015625
AS156452,7,48,8128578,2015629
AS156453,5,41,8128598,2015633
AS156454,7,45,8128618,2015637
AS156455,12,68,8128638,2015641
AS156456,9,48,8128658,2015645
AS156457,13,44,8128678,2015649
AS156458,9,58,8128698,2015653
AS156459,6,62,8128718,2015657
AS156460,14,62,8128738,2015661
AS156461,5,64,8128758,2015665
AS156462,6,65,8128778,2015669
AS156463,7,58,8128798,2015673
AS156464,9,56,8128818,2015677
AS156465,5,60,8128838,2015681
AS156466,10,69,8128858,2015685
AS156467,7,43,8128878,2015689
AS156468,5,64,8128898,2015693
AS156469,8,49,8128918,2015697
AS156470,12,49,8128938,2015701
AS156471,9,66,8128958,2015705
AS156472,12,42,8128978,2015709
AS156473,9,59,8128998,2015713
AS156474,7,53,8129018,2015717
AS156475,7,63,8129038,2015721
AS156476,12,53,8129058,2015725
AS156477,12,65,8129078,2015729
AS156478,5,65,8129098,2015733
AS156479,6,47,8129118,2015737
AS156480,6,60,8129138,2015741
AS156481,12,51,8129158,2015745
AS156482,7,61,8129178,2015749
AS156483,14,52,8129198,2015753
AS156484,5,69,8129218,2015757
AS156485,7,46,8129238,2015761
AS156486,12,59,8129258,2015765
AS156487,9,54,8129278,2015769
AS156488,5,45,8129298,2015773
AS156489,7,68,8129318,2015777
AS156490,10,60,8129338,2015781
AS156491,6,55,8129358,2015785
AS156492,13,61,8129378,2015789
AS156493,14,67,8129398,2015793
AS156494,7,44,8129418,2015797
AS156495,7,68,8129438,2015801
AS156496,10,60,8129458,2015805
AS156497,14,54,8129478,2015809
AS156498,6,58,8129498,2015813
AS156499,7,49,8129518,2015817
AS156500,6,52,8129538,2015821
AS156501,6,62,8129558,2015825
AS156502,9,64,8129578,2015829
AS156503,9,61,8129598,2015833
AS156504,10,47,8129618,2015837
AS156505,10,47,8129638,2015841
AS156506,14,47,8129658,2015845
AS156507,7,58,8129678,2015849
AS156508,9,67,8129698,2015853
AS156509,13,64,8129718,2015857
AS156510,9,44,8129738,2015861
AS156511,5,69,8129758,2015865
AS156512,6,61,8129778,2015869
AS156513,8,64,8129798,2015873
AS156514,10,54,8129818,2015877
AS156515,13,69,8129838,2015881
AS156516,14,65,8129858,2015885
AS156517,12,45,8129878,2015889
AS156518,5,57,8129898,2015893
AS156519,12,48,8129918,2015897
AS156520,7,70,8129938,2015901
AS156521,5,61,8129958,2015905
AS156522,14,53,8129978,2015909
AS156523,13,68,8129998,2015913
AS156524,7,42,8130018,2015917
AS156525,7,48,8130038,2015921
AS156526,12,40,8130058,2015925
AS156527,13,45,8130078,2015929
AS156528,8,66,8130098,2015933
AS156529,5,55,8130118,2015937
AS156530,5,69,8130138,2015941
AS156531,9,65,8130158,2015945
AS156532,7,70,8130178,2015949
AS156533,11,52,8130198,2015953
AS156534,9,58,8130218,2015957
AS156535,7,49,8130238,2015961
AS156536,14,45,8130258,2015965
AS156537,8,51,8130278,2015969
AS156538,8,63,8130298,2015973
AS156539,8,41,8130318,2015977
AS156540,10,64,8130338,2015981
AS156541,8,70,8130358,2015985
AS156542,14,41,8130378,2015989
AS156543,12,47,8130398,2015993
AS156544,12,49,8130418,2015997
AS156545,9,52,8130438,2016001
AS156546,6,40,8130458,2016005
AS156547,8,67,8130478,2016009
AS156548,8,40,8130498,2016013
AS156549,12,69,8130518,2016017
AS156550,6,63,8130538,2016021
AS156551,13,48,8130558,2016025
AS156552,5,70,8130578,2016029
AS156553,10,43,8130598,2016033
AS156554,7,62,8130618,2016037
AS156555,6,60,8130638,2016041
AS156556,6,48,8130658,2016045
AS156557,10,50,8130678,2016049
AS156558,8,66,8130698,2016053
AS156559,9,64,8130718,2016057
AS156560,14,50,8130738,2016061
AS156561,7,40,8130758,2016065
AS156562,6,42,8130778,2016069
AS156563,7,40,8130798,2016073
AS156564,11,53,8130818,2016077
AS156565,14,61,8130838,2016081
AS156566,6,57,8130858,2016085
AS156567,11,57,8130878,2016089
AS156568,9,47,8130898,2016093
AS156569,5,66,8130918,2016097
AS156570,14,62,8130938,2016101
AS156571,9,62,8130958,2016105
AS156572,6,57,8130978,2016109
AS156573,7,43,8130998,2016113
AS156574,7,59,8131018,2016117
AS156575,6,69,8131038,2016121
AS156576,10,56,8131058,2016125
AS156577,14,51,8131078,2016129
AS156578,5,44,8131098,2016133
AS156579,14,45,8131118,2016137
AS156580,10,69,8131138,2016141
AS156581,14,68,8131158,2016145
AS156582,9,45,8131178,2016149
AS156583,14,44,8131198,2016153
AS156584,14,43,8131218,2016157
AS156585,10,46,8131238,2016161
AS156586,5,43,8131258,2016165
AS156587,11,49,8131278,2016169
AS156588,7,53,8131298,2016173
AS156589,6,47,8131318,2016177
AS156590,10,57,8131338,2016181
AS156591,7,50,8131358,2016185
AS156592,7,46,8131378,2016189
AS156593,10,47,8131398,2016193
AS156594,13,42,8131418,2016197
AS156595,14,59,8131438,2016201
AS156596,9,42,8131458,2016205
AS156597,9,68,8131478,2016209
AS156598,6,49,8131498,2016213
AS156599,7,40,8131518,2016217
AS156600,7,65,8131538,2016221
AS156601,13,51,8131558,2016225
AS156602,13,51,8131578,2016229
AS156603,13,52,8131598,2016233
AS156604,8,49,8131618,2016237
AS156605,9,69,8131638,2016241
AS156606,12,44,8131658,2016245
AS156607,11,55,8131678,2016249
AS156608,8,69,8131698,2016253
AS156609,9,43,8131718,2016257
AS156610,7,60,8131738,2016261
AS156611,9,58,8131758,2016265
AS156612,8,57,8131778,2016269
AS156613,7,57,8131798,2016273
AS156614,12,54,8131818,2016277
AS156615,14,46,8131838,2016281
AS156616,9,53,8131858,2016285
AS156617,5,60,8131878,2016289
AS156618,6,59,8131898,2016293
AS156619,12,43,8131918,2016297
AS156620,8,70,8131938,2016301
AS156621,7,47,8131958,2016305
AS156622,13,40,8131978,2016309
AS156623,11,56,8131998,2016313
AS156624,6,53,8132018,2016317
AS156625,9,63,8132038,2016321
AS156626,6,47,8132058,2016325
AS156627,6,55,8132078,2016329
AS156628,7,57,8132098,2016333
AS156629,11,43,8132118,2016337
AS156630,7,43,8132138,2016341
AS156631,10,57,8132158,2016345
AS156632,9,64,8132178,2016349
AS156633,6,40,8132198,2016353
AS156634,8,58,8132218,2016357
AS156635,13,59,8132238,2016361
AS156636,13,48,8132258,2016365
AS156637,6,63,8132278,2016369
AS156638,10,42,8132298,2016373
AS156639,7,43,8132318,2016377
AS156640,10,44,8132338,2016381
AS156641,7,67,8132358,2016385
AS156642,12,63,8132378,2016389
AS156643,13,41,8132398,2016393
AS156644,13,47,8132418,2016397
AS156645,13,68,8132438,2016401
AS156646,5,68,8132458,2016405
AS156647,7,57,8132478,2016409
AS156648,11,40,8132498,2016413
AS156649,12,66,8132518,2016417
AS156650,10,47,8132538,2016421
AS156651,10,56,8132558,2016425
AS156652,6,41,8132578,2016429
AS156653,13,66,8132598,2016433
AS156654,6,66,8132618,2016437
AS156655,14,68,8132638,2016441
AS156656,10,47,8132658,2016445
AS156657,14,46,8132678,2016449
AS156658,5,56,8132698,2016453
AS156659,13,51,8132718,2016457
AS156660,8,49,8132738,2016461
AS156661,6,63,8132758,2016465
AS156662,8,60,8132778,2016469
AS156663,12,42,8132798,2016473
AS156664,14,58,8132818,2016477
AS156665,9,47,8132838,2016481
AS156666,8,54,8132858,2016485
AS156667,10,59,8132878,2016489
AS156668,8,67,8132898,2016493
AS156669,11,52,8132918,2016497
AS156670,13,43,8132938,2016501
AS156671,9,67,8132958,2016505
AS156672,7,44,8132978,2016509
AS156673,6,57,8132998,2016513
AS156674,11,41,8133018,2016517
AS156675,12,68,8133038,2016521
AS156676,11,70,8133058,2016525
AS156677,12,43,8133078,2016529
AS156678,10,45,8133098,2016533
AS156679,12,64,8133118,2016537
AS156680,7,52,8133138,2016541
AS156681,13,61,8133158,2016545
AS156682,8,68,8133178,2016549
AS156683,11,65,8133198,2016553
AS156684,8,46,8133218,2016557
AS156685,13,50,8133238,2016561
AS156686,5,43,8133258,2016565
AS156687,8,48,8133278,2016569
AS156688,10,63,8133298,2016573
AS156689,5,49,8133318,2016577
AS156690,11,58,8133338,2016581
AS156691,10,63,8133358,2016585
AS156692,5,68,8133378,2016589
AS156693,13,56,8133398,2016593
AS156694,8,69,8133418,2016597
AS156695,12,55,8133438,2016601
AS156696,5,67,8133458,2016605
AS156697,12,54,8133478,2016609
AS156698,10,40,8133498,2016613
AS156699,5,59,8133518,2016617
AS156700,7,49,8133538,2016621
AS156701,12,55,8133558,2016625
AS156702,6,63,8133578,2016629
AS156703,9,41,8133598,2016633
AS156704,7,66,8133618,2016637
AS156705,5,42,8133638,2016641
AS156706,12,50,8133658,2016645
AS156707,7,66,8133678,2016649
AS156708,10,62,8133698,2016653
AS156709,8,52,8133718,2016657
AS156710,6,41,8133738,2016661
AS156711,13,42,8133758,2016665
AS156712,8,58,8133778,2016669
AS156713,11,53,8133798,2016673
AS156714,14,70,8133818,2016677
AS156715,7,40,8133838,2016681
AS156716,13,46,8133858,2016685
AS156717,7,46,8133878,2016689
AS156718,11,66,8133898,2016693
AS156719,11,47,8133918,2016697
AS156720,5,41,8133938,2016701
AS156721,5,60,8133958,2016705
AS156722,14,65,8133978,2016709
AS156723,7,69,8133998,2016713
AS156724,11,69,8134018,2016717
AS156725,12,44,8134038,2016721
AS156726,5,57,8134058,2016725
AS156727,12,53,8134078,2016729
AS156728,12,66,8134098,2016733
AS156729,5,48,8134118,2016737
AS156730,5,50,8134138,2016741
AS156731,10,45,8134158,2016745
AS156732,5,48,8134178,2016749
AS156733,10,57,8134198,2016753
AS156734,6,57,8134218,2016757
AS156735,11,64,8134238,2016761
AS156736,8,49,8134258,2016765
AS156737,12,44,8134278,2016769
AS156738,10,44,8134298,2016773
AS156739,5,67,8134318,2016777
AS156740,5,64,8134338,2016781
AS156741,6,55,8134358,2016785
AS156742,5,62,8134378,2016789
AS156743,9,70,8134398,2016793
AS156744,12,40,8134418,2016797
AS156745,13,40,8134438,2016801
AS156746,13,61,8134458,2016805
AS156747,14,69,8134478,2016809
AS156748,6,68,8134498,2016813
AS156749,9,44,8134518,2016817
AS156750,8,54,8134538,2016821
AS156751,6,49,8134558,2016825
AS156752,13,53,8134578,2016829
AS156753,14,42,8134598,2016833
AS156754,9,47,8134618,2016837
AS156755,8,44,8134638,2016841
AS156756,8,40,8134658,2016845
AS156757,13,66,8134678,2016849
AS156758,5,55,8134698,2016853
AS156759,7,50,8134718,2016857
AS156760,12,40,8134738,2016861
AS156761,8,46,8134758,2016865
AS156762,9,61,8134778,2016869
AS156763,12,68,8134798,2016873
AS156764,12,46,8134818,2016877
AS156765,5,54,8134838,2016881
AS156766,10,59,8134858,2016885
AS156767,11,51,8134878,2016889
AS156768,9,41,8134898,2016893
AS156769,6,64,8134918,2016897
AS156770,6,44,8134938,2016901
AS156771,13,56,8134958,2016905
AS156772,10,52,8134978,2016909
AS156773,7,42,8134998,2016913
AS156774,10,65,8135018,2016917
AS156775,8,62,8135038,2016921
AS156776,13,66,8135058,2016925
AS156777,11,41,8135078,2016929
AS156778,12,67,8135098,2016933
AS156779,10,45,8135118,2016937
AS156780,5,44,8135138,2016941
AS156781,8,46,8135158,2016945
AS156782,13,57,8135178,2016949
AS156783,9,48,8135198,2016953
AS156784,7,53,8135218,2016957
AS156785,11,70,8135238,2016961
AS156786,13,64,8135258,2016965
AS156787,5,49,8135278,2016969
AS156788,6,68,8135298,2016973
AS156789,7,42,8135318,2016977
AS156790,13,49,8135338,2016981
AS156791,13,62,8135358,2016985
AS156792,11,55,8135378,2016989
AS156793,5,63,8135398,2016993
AS156794,6,56,8135418,2016997
AS156795,12,48,8135438,2017001
AS156796,8,60,8135458,2017005
AS156797,13,58,8135478,2017009
AS156798,7,42,8135498,2017013
AS156799,11,65,8135518,2017017
AS156800,13,61,8135538,2017021
AS156801,10,56,8135558,2017025
AS156802,6,62,8135578,2017029
AS156803,8,65,8135598,2017033
AS156804,7,68,8135618,2017037
AS156805,6,49,8135638,2017041
AS156806,14,67,8135658,2017045
AS156807,9,58,8135678,2017049
AS156808,7,46,8135698,2017053
AS156809,12,58,8135718,2017057
AS156810,5,53,8135738,2017061
AS156811,10,46,8135758,2017065
AS156812,10,43,8135778,2017069
AS156813,13,45,8135798,2017073
AS156814,6,52,8135818,2017077
AS156815,11,63,8135838,2017081
AS156816,10,55,8135858,2017085
AS156817,5,50,8135878,2017089
AS156818,6,41,8135898,2017093
AS156819,10,40,8135918,2017097
AS156820,8,58,8135938,2017101
AS156821,6,53,8135958,2017105
AS156822,10,70,8135978,2017109
AS156823,9,57,8135998,2017113
AS156824,12,55,8136018,2017117
AS156825,5,50,8136038,2017121
AS156826,11,43,8136058,2017125
AS156827,14,70,8136078,2017129
AS156828,14,62,8136098,2017133
AS156829,7,44,8136118,2017137
AS156830,12,69,8136138,2017141
AS156831,12,65,8136158,2017145
AS156832,5,44,8136178,2017149
AS156833,14,58,8136198,2017153
AS156834,10,68,8136218,2017157
AS156835,11,56,8136238,2017161
AS156836,13,61,8136258,2017165
AS156837,9,50,8136278,2017169
AS156838,5,44,8136298,2017173
AS156839,5,69,8136318,2017177
AS156840,10,65,8136338,2017181
AS156841,5,62,8136358,2017185
AS156842,12,60,8136378,2017189
AS156843,7,67,8136398,2017193
AS156844,11,43,8136418,2017197
AS156845,14,52,8136438,2017201
AS156846,7,70,8136458,2017205
AS156847,6,58,8136478,2017209
AS156848,8,65,8136498,2017213
AS156849,8,64,8136518,2017217
AS156850,10,59,8136538,2017221
AS156851,5,70,8136558,2017225
AS156852,9,59,8136578,2017229
AS156853,9,55,8136598,2017233
AS156854,12,61,8136618,2017237
AS156855,11,65,8136638,2017241
AS156856,5,60,8136658,2017245
AS156857,12,65,8136678,2017249
AS156858,9,54,8136698,2017253
AS156859,12,43,8136718,2017257
AS156860,14,66,8136738,2017261
AS156861,10,46,8136758,2017265
AS156862,9,47,8136778,2017269
AS156863,8,42,8136798,2017273
AS156864,7,58,8136818,2017277
AS156865,5,54,8136838,2017281
AS156866,9,45,8136858,2017285
AS156867,5,59,8136878,2017289
AS156868,13,63,8136898,2017293
AS156869,14,57,8136918,2017297
AS156870,8,66,8136938,2017301
AS156871,9,53,8136958,2017305
AS156872,11,67,8136978,2017309
AS156873,8,64,8136998,2017313
AS156874,9,50,8137018,2017317
AS156875,9,56,8137038,2017321
AS156876,8,44,8137058,2017325
AS156877,9,63,8137078,2017329
AS156878,5,47,8137098,2017333
AS156879,14,44,8137118,2017337
AS156880,8,43,8137138,2017341
AS156881,10,67,8137158,2017345
AS156882,11,44,8137178,2017349
AS156883,6,66,8137198,2017353
AS156884,12,67,8137218,2017357
AS156885,13,45,8137238,2017361
AS156886,5,48,8137258,2017365
AS156887,6,63,8137278,2017369
AS156888,8,66,8137298,2017373
AS156889,6,53,8137318,2017377
AS156890,5,45,8137338,2017381
AS156891,8,56,8137358,2017385
