cartNumber,created,AccountNumber
274305,2019-05-26,10051871
274310,2019-03-29,10051872
274315,2019-07-22,10051873
274320,2019-07-07,10051874
274325,2020-01-04,10051875
274330,2019-06-07,10051876
274335,2019-07-31,10051877
274340,2019-05-18,10051878
274345,2019-05-06,10051879
274350,2019-03-07,10051880
274355,2019-06-13,10051881
274360,2019-08-25,10051882
274365,2019-10-15,10051883
274370,2019-07-09,10051884
274375,2019-02-15,10051885
274380,2019-07-24,10051886
274385,2019-11-23,10051887
274390,2019-11-19,10051888
274395,2019-07-16,10051889
274400,2019-09-29,10051890
274405,2020-01-20,10051891
274410,2019-06-16,10051892
274415,2019-02-11,10051893
274420,2019-09-10,10051894
274425,2019-02-11,10051895
274430,2019-03-16,10051896
274435,2020-01-08,10051897
274440,2019-12-30,10051898
274445,2019-10-09,10051899
274450,2019-01-26,10051900
274455,2019-01-18,10051901
274460,2019-04-10,10051902
274465,2019-07-07,10051903
274470,2019-09-14,10051904
274475,2019-11-26,10051905
274480,2019-10-09,10051906
274485,2019-01-03,10051907
274490,2019-10-16,10051908
274495,2020-01-25,10051909
274500,2019-11-15,10051910
274505,2019-04-04,10051911
274510,2019-06-21,10051912
274515,2019-07-27,10051913
274520,2019-06-19,10051914
274525,2019-08-20,10051915
274530,2020-02-06,10051916
274535,2019-05-26,10051917
274540,2019-01-03,10051918
274545,2019-07-30,10051919
274550,2019-02-11,10051920
274555,2019-01-21,10051921
274560,2020-02-10,10051922
274565,2019-01-02,10051923
274570,2019-07-20,10051924
274575,2019-04-17,10051925
274580,2019-08-24,10051926
274585,2019-09-03,10051927
274590,2020-01-17,10051928
274595,2019-04-18,10051929
274600,2019-08-22,10051930
274605,2019-08-06,10051931
274610,2019-03-03,10051932
274615,2020-01-10,10051933
274620,2019-07-12,10051934
274625,2019-07-29,10051935
274630,2020-01-29,10051936
274635,2019-01-11,10051937
274640,2019-01-08,10051938
274645,2019-06-20,10051939
274650,2019-09-29,10051940
274655,2019-03-07,10051941
274660,2019-05-28,10051942
274665,2019-01-12,10051943
274670,2019-06-01,10051944
274675,2020-02-12,10051945
274680,2019-12-02,10051946
274685,2019-01-19,10051947
274690,2019-01-19,10051948
274695,2019-10-10,10051949
274700,2019-03-11,10051950
274705,2020-01-06,10051951
274710,2019-02-10,10051952
274715,2019-12-17,10051953
274720,2019-01-23,10051954
274725,2019-06-20,10051955
274730,2020-02-11,10051956
274735,2019-10-16,10051957
274740,2019-03-12,10051958
274745,2019-08-21,10051959
274750,2019-06-13,10051960
274755,2019-09-01,10051961
274760,2019-10-23,10051962
274765,2019-04-12,10051963
274770,2019-12-23,10051964
274775,2019-01-25,10051965
274780,2019-03-25,10051966
274785,2019-09-01,10051967
274790,2019-07-12,10051968
274795,2019-07-01,10051969
274800,2019-08-12,10051970
274805,2019-08-15,10051971
274810,2019-06-20,10051972
274815,2019-04-01,10051973
274820,2019-06-26,10051974
274825,2019-02-09,10051975
274830,2019-05-24,10051976
274835,2019-01-06,10051977
274840,2019-08-31,10051978
274845,2019-11-07,10051979
274850,2020-02-14,10051980
274855,2019-04-21,10051981
274860,2020-01-06,10051982
274865,2019-12-24,10051983
274870,2019-12-19,10051984
274875,2019-10-29,10051985
274880,2019-09-22,10051986
274885,2019-10-16,10051987
274890,2019-08-13,10051988
274895,2019-09-14,10051989
274900,2019-08-13,10051990
274905,2019-08-31,10051991
274910,2020-01-22,10051992
274915,2019-01-11,10051993
274920,2020-02-03,10051994
274925,2019-04-21,10051995
274930,2019-07-23,10051996
274935,2019-09-06,10051997
274940,2019-05-10,10051998
274945,2019-09-08,10051999
274950,2019-12-25,10052000
274955,2020-01-20,10052001
274960,2019-11-27,10052002
274965,2019-03-11,10052003
274970,2019-05-20,10052004
274975,2019-03-05,10052005
274980,2019-11-08,10052006
274985,2019-08-31,10052007
274990,2019-04-15,10052008
274995,2019-10-14,10052009
275000,2019-01-04,10052010
275005,2020-01-02,10052011
275010,2019-04-21,10052012
275015,2019-01-07,10052013
275020,2019-09-09,10052014
275025,2019-04-15,10052015
275030,2019-12-31,10052016
275035,2019-02-18,10052017
275040,2019-03-24,10052018
275045,2019-02-27,10052019
275050,2019-05-15,10052020
275055,2019-02-19,10052021
275060,2019-10-12,10052022
275065,2019-06-20,10052023
275070,2019-12-20,10052024
275075,2019-11-06,10052025
275080,2019-03-17,10052026
275085,2019-01-26,10052027
275090,2019-09-20,10052028
275095,2019-06-05,10052029
275100,2020-01-25,10052030
275105,2019-01-24,10052031
275110,2019-03-29,10052032
275115,2019-02-18,10052033
275120,2020-02-11,10052034
275125,2019-11-15,10052035
275130,2019-11-11,10052036
275135,2019-09-29,10052037
275140,2019-01-02,10052038
275145,2019-10-14,10052039
275150,2019-06-13,10052040
275155,2019-03-10,10052041
275160,2019-11-21,10052042
275165,2019-10-27,10052043
275170,2019-10-25,10052044
275175,2019-10-30,10052045
275180,2019-01-04,10052046
275185,2019-04-06,10052047
275190,2020-01-28,10052048
275195,2019-01-26,10052049
275200,2020-01-29,10052050
275205,2019-07-19,10052051
275210,2019-08-05,10052052
275215,2019-08-02,10052053
275220,2019-04-20,10052054
275225,2019-05-29,10052055
275230,2019-02-17,10052056
275235,2019-10-19,10052057
275240,2019-04-02,10052058
275245,2019-05-05,10052059
275250,2019-10-08,10052060
275255,2019-02-09,10052061
275260,2019-01-24,10052062
275265,2019-09-14,10052063
275270,2019-02-10,10052064
275275,2019-11-22,10052065
275280,2019-05-21,10052066
275285,2019-02-28,10052067
275290,2019-07-01,10052068
275295,2019-02-24,10052069
275300,2019-12-30,10052070
275305,2019-07-10,10052071
275310,2019-11-18,10052072
275315,2019-04-27,10052073
275320,2019-12-22,10052074
275325,2019-09-12,10052075
275330,2019-03-28,10052076
275335,2019-12-17,10052077
275340,2019-10-06,10052078
275345,2019-10-14,10052079
275350,2019-05-31,10052080
275355,2019-05-29,10052081
275360,2019-06-14,10052082
275365,2019-07-26,10052083
275370,2019-02-19,10052084
275375,2019-03-01,10052085
275380,2019-09-23,10052086
275385,2020-01-30,10052087
275390,2019-05-25,10052088
275395,2019-12-21,10052089
275400,2020-01-17,10052090
275405,2019-12-05,10052091
275410,2019-12-26,10052092
275415,2019-08-13,10052093
275420,2019-01-30,10052094
275425,2019-02-06,10052095
275430,2019-01-10,10052096
275435,2019-02-12,10052097
275440,2019-08-23,10052098
275445,2019-09-12,10052099
275450,2019-05-28,10052100
275455,2019-01-09,10052101
275460,2019-01-23,10052102
275465,2020-01-31,10052103
275470,2019-02-27,10052104
275475,2019-05-03,10052105
275480,2019-04-12,10052106
275485,2019-08-24,10052107
275490,2019-05-16,10052108
275495,2019-05-09,10052109
275500,2020-01-06,10052110
275505,2019-04-10,10052111
275510,2019-08-14,10052112
275515,2019-04-23,10052113
275520,2019-01-27,10052114
275525,2020-01-26,10052115
275530,2019-04-28,10052116
275535,2019-01-06,10052117
275540,2019-10-22,10052118
275545,2019-09-30,10052119
275550,2019-08-28,10052120
275555,2019-12-14,10052121
275560,2019-10-16,10052122
275565,2019-07-18,10052123
275570,2019-05-09,10052124
275575,2019-01-16,10052125
275580,2019-03-11,10052126
275585,2019-12-23,10052127
275590,2019-08-23,10052128
275595,2019-05-02,10052129
275600,2019-04-01,10052130
275605,2019-12-25,10052131
275610,2019-06-14,10052132
275615,2020-02-08,10052133
275620,2019-03-31,10052134
275625,2019-04-26,10052135
275630,2019-03-25,10052136
275635,2019-06-22,10052137
275640,2019-01-22,10052138
275645,2019-03-29,10052139
275650,2020-01-21,10052140
275655,2019-12-19,10052141
275660,2019-10-21,10052142
275665,2019-02-25,10052143
275670,2019-02-27,10052144
275675,2019-05-03,10052145
275680,2019-11-19,10052146
275685,2019-09-27,10052147
275690,2019-12-25,10052148
275695,2019-06-19,10052149
275700,2020-01-08,10052150
275705,2019-12-14,10052151
275710,2019-12-13,10052152
275715,2019-09-04,10052153
275720,2019-12-25,10052154
275725,2019-01-24,10052155
275730,2019-05-10,10052156
275735,2019-09-04,10052157
275740,2019-03-11,10052158
275745,2020-02-11,10052159
275750,2019-12-22,10052160
275755,2019-03-10,10052161
275760,2019-09-05,10052162
275765,2020-01-05,10052163
275770,2019-07-05,10052164
275775,2019-02-12,10052165
275780,2019-09-02,10052166
275785,2019-09-02,10052167
275790,2020-01-30,10052168
275795,2019-03-31,10052169
275800,2019-02-28,10052170
275805,2019-01-28,10052171
275810,2019-03-26,10052172
275815,2019-07-23,10052173
275820,2019-10-25,10052174
275825,2020-01-30,10052175
275830,2019-03-18,10052176
275835,2019-01-08,10052177
275840,2019-02-17,10052178
275845,2019-12-17,10052179
275850,2019-11-06,10052180
275855,2019-03-29,10052181
275860,2019-09-15,10052182
275865,2019-03-22,10052183
275870,2019-04-12,10052184
275875,2019-05-27,10052185
275880,2020-02-14,10052186
275885,2020-01-13,10052187
275890,2019-07-27,10052188
275895,2020-01-03,10052189
275900,2020-02-08,10052190
275905,2019-09-06,10052191
275910,2019-11-18,10052192
275915,2019-10-02,10052193
275920,2020-01-29,10052194
275925,2019-11-25,10052195
275930,2019-08-04,10052196
275935,2019-02-07,10052197
275940,2019-11-07,10052198
275945,2019-08-22,10052199
275950,2019-11-11,10052200
275955,2019-11-25,10052201
275960,2020-01-07,10052202
275965,2019-03-24,10052203
275970,2019-11-14,10052204
275975,2020-01-20,10052205
275980,2019-02-02,10052206
275985,2019-07-09,10052207
275990,2019-08-05,10052208
275995,2019-04-07,10052209
276000,2019-03-12,10052210
276005,2019-05-29,10052211
276010,2019-12-30,10052212
276015,2019-09-24,10052213
276020,2019-04-14,10052214
276025,2019-05-28,10052215
276030,2019-01-18,10052216
276035,2019-04-06,10052217
276040,2019-12-30,10052218
276045,2019-08-02,10052219
276050,2019-10-10,10052220
276055,2019-11-05,10052221
276060,2019-12-07,10052222
276065,2019-06-22,10052223
276070,2019-11-23,10052224
276075,2020-02-01,10052225
276080,2019-04-27,10052226
276085,2019-02-08,10052227
276090,2019-10-05,10052228
276095,2019-10-09,10052229
276100,2019-04-01,10052230
276105,2019-03-14,10052231
276110,2019-01-18,10052232
276115,2019-12-10,10052233
276120,2019-09-07,10052234
276125,2019-10-22,10052235
276130,2019-08-17,10052236
276135,2019-12-30,10052237
276140,2019-05-17,10052238
276145,2019-05-02,10052239
276150,2019-06-02,10052240
276155,2019-04-28,10052241
276160,2019-10-14,10052242
276165,2019-11-01,10052243
276170,2019-09-10,10052244
276175,2019-08-13,10052245
276180,2019-08-06,10052246
276185,2019-12-14,10052247
276190,2019-05-30,10052248
276195,2019-05-29,10052249
276200,2019-01-23,10052250
276205,2019-10-13,10052251
276210,2019-02-06,10052252
276215,2019-07-13,10052253
276220,2019-12-13,10052254
276225,2019-03-14,10052255
276230,2019-04-04,10052256
276235,2019-11-22,10052257
276240,2019-06-28,10052258
276245,2019-11-17,10052259
276250,2019-10-09,10052260
276255,2019-11-29,10052261
276260,2019-06-29,10052262
276265,2019-06-03,10052263
276270,2019-12-21,10052264
276275,2019-10-15,10052265
276280,2019-04-26,10052266
276285,2019-12-27,10052267
276290,2019-04-20,10052268
276295,2019-09-02,10052269
276300,2019-04-13,10052270
276305,2019-01-06,10052271
276310,2019-02-06,10052272
276315,2019-04-01,10052273
276320,2019-12-01,10052274
276325,2019-07-31,10052275
276330,2019-04-02,10052276
276335,2020-02-10,10052277
276340,2019-03-31,10052278
276345,2020-01-12,10052279
276350,2019-09-18,10052280
276355,2019-05-25,10052281
276360,2019-12-07,10052282
276365,2019-09-16,10052283
276370,2019-05-09,10052284
276375,2019-05-28,10052285
276380,2019-02-19,10052286
276385,2019-06-10,10052287
276390,2019-03-07,10052288
276395,2020-02-03,10052289
276400,2019-09-10,10052290
276405,2020-01-12,10052291
276410,2019-08-14,10052292
276415,2019-03-25,10052293
276420,2020-01-02,10052294
276425,2019-05-17,10052295
276430,2019-07-08,10052296
276435,2019-09-28,10052297
276440,2019-02-08,10052298
276445,2019-12-19,10052299
276450,2019-04-16,10052300
276455,2020-01-09,10052301
276460,2019-11-03,10052302
276465,2019-07-04,10052303
276470,2019-08-02,10052304
276475,2019-07-06,10052305
276480,2019-06-26,10052306
276485,2019-04-10,10052307
276490,2019-02-17,10052308
276495,2019-07-18,10052309
276500,2019-03-23,10052310
276505,2019-04-07,10052311
276510,2019-05-30,10052312
276515,2019-01-15,10052313
276520,2019-09-10,10052314
276525,2020-01-29,10052315
276530,2019-07-27,10052316
276535,2019-02-18,10052317
276540,2019-11-15,10052318
276545,2019-03-24,10052319
276550,2019-01-17,10052320
276555,2019-08-08,10052321
276560,2019-03-12,10052322
276565,2019-08-14,10052323
276570,2019-05-18,10052324
276575,2019-12-13,10052325
276580,2019-11-12,10052326
276585,2019-01-22,10052327
276590,2019-08-08,10052328
276595,2019-11-18,10052329
276600,2019-05-04,10052330
276605,2019-08-03,10052331
276610,2019-05-03,10052332
276615,2019-02-14,10052333
276620,2019-12-22,10052334
276625,2019-08-11,10052335
276630,2020-01-23,10052336
276635,2019-02-11,10052337
276640,2019-07-15,10052338
276645,2019-09-27,10052339
276650,2020-01-03,10052340
276655,2019-03-07,10052341
276660,2020-02-07,10052342
276665,2020-01-30,10052343
276670,2019-09-09,10052344
276675,2019-08-24,10052345
276680,2019-04-07,10052346
276685,2019-07-24,10052347
276690,2019-08-13,10052348
276695,2019-10-19,10052349
276700,2019-11-05,10052350
276705,2019-05-30,10052351
276710,2019-07-09,10052352
276715,2019-12-07,10052353
276720,2020-01-16,10052354
276725,2019-09-20,10052355
276730,2019-01-30,10052356
276735,2019-12-20,10052357
276740,2019-10-17,10052358
276745,2019-01-18,10052359
276750,2019-08-13,10052360
276755,2019-01-11,10052361
276760,2019-06-02,10052362
276765,2019-09-14,10052363
276770,2019-12-30,10052364
276775,2019-01-11,10052365
276780,2019-01-14,10052366
276785,2019-09-04,10052367
276790,2019-03-26,10052368
276795,2019-06-04,10052369
276800,2019-03-24,10052370
276805,2020-01-22,10052371
276810,2019-10-23,10052372
276815,2019-12-13,10052373
276820,2019-01-20,10052374
276825,2019-10-24,10052375
276830,2019-02-20,10052376
276835,2019-01-11,10052377
276840,2019-03-03,10052378
276845,2019-09-11,10052379
276850,2019-02-02,10052380
276855,2019-04-09,10052381
276860,2019-01-28,10052382
276865,2019-12-29,10052383
276870,2019-02-03,10052384
276875,2019-02-25,10052385
276880,2019-02-10,10052386
276885,2019-03-29,10052387
276890,2019-06-08,10052388
276895,2019-09-13,10052389
276900,2019-12-03,10052390
276905,2019-02-02,10052391
276910,2019-09-20,10052392
276915,2019-12-18,10052393
276920,2019-09-24,10052394
276925,2019-07-11,10052395
276930,2020-02-12,10052396
276935,2019-04-25,10052397
276940,2019-05-20,10052398
276945,2019-11-02,10052399
276950,2019-08-23,10052400
276955,2019-03-21,10052401
276960,2019-08-12,10052402
276965,2019-12-01,10052403
276970,2020-01-10,10052404
276975,2020-02-04,10052405
276980,2020-01-07,10052406
276985,2019-02-11,10052407
276990,2019-05-09,10052408
276995,2019-02-20,10052409
277000,2019-10-28,10052410
277005,2019-08-25,10052411
277010,2020-02-03,10052412
277015,2019-01-21,10052413
277020,2019-03-17,10052414
277025,2019-03-02,10052415
277030,2019-08-18,10052416
277035,2019-08-12,10052417
277040,2019-05-19,10052418
277045,2019-10-05,10052419
277050,2019-06-03,10052420
277055,2019-08-01,10052421
277060,2019-08-23,10052422
277065,2019-12-07,10052423
277070,2019-05-30,10052424
277075,2019-11-19,10052425
277080,2019-04-08,10052426
277085,2019-10-20,10052427
277090,2019-10-31,10052428
277095,2019-01-22,10052429
277100,2019-10-07,10052430
277105,2019-08-28,10052431
277110,2019-07-17,10052432
277115,2019-02-21,10052433
277120,2019-07-02,10052434
277125,2019-07-13,10052435
277130,2020-01-19,10052436
277135,2019-08-07,10052437
277140,2019-08-27,10052438
277145,2019-10-20,10052439
277150,2019-06-02,10052440
277155,2019-07-25,10052441
277160,2020-01-24,10052442
277165,2019-02-14,10052443
277170,2019-10-02,10052444
277175,2019-06-16,10052445
277180,2019-03-03,10052446
277185,2019-07-18,10052447
277190,2019-11-29,10052448
277195,2019-01-16,10052449
277200,2019-08-20,10052450
277205,2019-01-05,10052451
277210,2019-07-22,10052452
277215,2020-01-26,10052453
277220,2019-12-16,10052454
277225,2019-10-31,10052455
277230,2019-08-10,10052456
277235,2019-02-07,10052457
277240,2019-06-05,10052458
277245,2019-08-12,10052459
277250,2019-02-11,10052460
277255,2019-11-13,10052461
277260,2019-09-21,10052462
277265,2019-08-03,10052463
277270,2019-05-07,10052464
277275,2019-10-05,10052465
277280,2019-07-16,10052466
277285,2019-12-18,10052467
277290,2020-02-08,10052468
277295,2019-06-25,10052469
277300,2019-10-26,10052470
277305,2019-08-01,10052471
277310,2019-03-20,10052472
277315,2019-07-13,10052473
277320,2019-06-09,10052474
277325,2019-09-28,10052475
277330,2019-01-02,10052476
277335,2019-09-14,10052477
277340,2019-12-03,10052478
277345,2019-01-07,10052479
277350,2019-10-17,10052480
277355,2019-04-19,10052481
277360,2020-02-05,10052482
277365,2020-01-02,10052483
277370,2019-08-10,10052484
277375,2019-09-22,10052485
277380,2019-05-12,10052486
277385,2019-03-02,10052487
277390,2020-02-12,10052488
277395,2020-01-13,10052489
277400,2019-01-12,10052490
277405,2019-11-30,10052491
277410,2019-05-21,10052492
277415,2019-08-15,10052493
277420,2019-09-17,10052494
277425,2019-12-17,10052495
277430,2019-11-02,10052496
277435,2019-05-31,10052497
277440,2019-08-28,10052498
277445,2019-08-11,10052499
277450,2019-08-03,10052500
277455,2019-09-23,10052501
277460,2019-09-15,10052502
277465,2019-12-12,10052503
277470,2019-04-25,10052504
277475,2019-06-19,10052505
277480,2019-04-27,10052506
277485,2019-01-03,10052507
277490,2019-04-02,10052508
277495,2019-12-01,10052509
277500,2019-05-02,10052510
277505,2019-06-14,10052511
277510,2019-07-29,10052512
277515,2019-07-19,10052513
277520,2020-01-23,10052514
277525,2019-10-27,10052515
277530,2019-05-23,10052516
277535,2019-02-23,10052517
277540,2019-06-27,10052518
277545,2019-11-28,10052519
277550,2019-03-09,10052520
277555,2020-02-06,10052521
277560,2019-03-21,10052522
277565,2019-07-09,10052523
277570,2020-01-13,10052524
277575,2019-07-31,10052525
277580,2019-07-30,10052526
277585,2019-03-09,10052527
277590,2019-01-18,10052528
277595,2019-08-19,10052529
277600,2019-02-28,10052530
277605,2019-09-15,10052531
277610,2019-12-12,10052532
277615,2019-04-18,10052533
277620,2019-07-07,10052534
277625,2019-06-05,10052535
277630,2019-10-25,10052536
277635,2019-04-10,10052537
277640,2020-02-03,10052538
277645,2019-07-30,10052539
277650,2019-08-31,10052540
277655,2019-04-09,10052541
277660,2019-02-27,10052542
277665,2019-01-13,10052543
277670,2019-11-11,10052544
277675,2020-02-14,10052545
277680,2020-02-13,10052546
277685,2019-09-30,10052547
277690,2019-01-28,10052548
277695,2019-01-06,10052549
277700,2019-04-05,10052550
277705,2019-02-24,10052551
277710,2019-12-13,10052552
277715,2019-03-24,10052553
277720,2019-02-20,10052554
277725,2019-01-11,10052555
277730,2019-05-22,10052556
277735,2019-05-06,10052557
277740,2019-12-22,10052558
277745,2019-04-25,10052559
277750,2020-01-08,10052560
277755,2019-05-06,10052561
277760,2019-02-19,10052562
277765,2019-12-11,10052563
277770,2019-01-28,10052564
277775,2019-01-23,10052565
277780,2019-08-05,10052566
277785,2020-02-08,10052567
277790,2019-02-05,10052568
277795,2019-06-11,10052569
277800,2019-09-04,10052570
277805,2020-02-11,10052571
277810,2019-09-21,10052572
277815,2019-03-17,10052573
277820,2019-08-14,10052574
277825,2019-08-17,10052575
277830,2020-01-26,10052576
277835,2019-10-04,10052577
277840,2019-09-10,10052578
277845,2020-02-10,10052579
277850,2019-01-17,10052580
277855,2019-12-10,10052581
277860,2019-08-04,10052582
277865,2019-10-29,10052583
277870,2019-03-13,10052584
277875,2019-12-29,10052585
277880,2019-06-27,10052586
277885,2019-01-10,10052587
277890,2019-11-20,10052588
277895,2020-01-28,10052589
277900,2019-06-05,10052590
277905,2019-07-14,10052591
277910,2019-11-26,10052592
277915,2020-01-07,10052593
277920,2019-08-25,10052594
277925,2019-08-11,10052595
277930,2019-11-09,10052596
277935,2019-12-15,10052597
277940,2019-08-12,10052598
277945,2019-06-05,10052599
277950,2019-11-22,10052600
277955,2019-10-03,10052601
277960,2019-06-06,10052602
277965,2019-10-02,10052603
277970,2019-12-08,10052604
277975,2019-04-29,10052605
277980,2019-12-18,10052606
277985,2019-11-21,10052607
277990,2019-12-21,10052608
277995,2019-06-08,10052609
278000,2020-01-01,10052610
278005,2020-01-17,10052611
278010,2019-07-06,10052612
278015,2019-12-03,10052613
278020,2019-06-13,10052614
278025,2019-01-13,10052615
278030,2019-11-22,10052616
278035,2020-01-16,10052617
278040,2019-03-12,10052618
278045,2019-02-25,10052619
278050,2019-03-27,10052620
278055,2020-02-07,10052621
278060,2019-02-12,10052622
278065,2020-02-05,10052623
278070,2019-10-13,10052624
278075,2019-10-26,10052625
278080,2019-03-21,10052626
278085,2019-12-11,10052627
278090,2019-06-16,10052628
278095,2019-04-26,10052629
278100,2019-03-03,10052630
278105,2019-06-02,10052631
278110,2019-08-16,10052632
278115,2019-10-12,10052633
278120,2019-06-03,10052634
278125,2019-04-07,10052635
278130,2019-12-21,10052636
278135,2019-09-18,10052637
278140,2019-08-03,10052638
278145,2019-09-11,10052639
278150,2019-11-18,10052640
278155,2019-08-06,10052641
278160,2019-03-04,10052642
278165,2019-12-27,10052643
278170,2019-11-15,10052644
278175,2020-01-19,10052645
278180,2019-10-07,10052646
278185,2019-09-26,10052647
278190,2019-08-13,10052648
278195,2019-11-22,10052649
278200,2020-02-14,10052650
278205,2019-04-08,10052651
278210,2019-12-30,10052652
278215,2019-12-18,10052653
278220,2019-11-16,10052654
278225,2019-06-19,10052655
278230,2019-04-04,10052656
278235,2019-03-05,10052657
278240,2020-01-28,10052658
278245,2019-04-28,10052659
278250,2019-05-11,10052660
278255,2019-06-17,10052661
278260,2019-08-18,10052662
278265,2020-01-15,10052663
278270,2019-12-21,10052664
278275,2019-12-12,10052665
278280,2019-02-20,10052666
278285,2019-07-23,10052667
278290,2019-01-02,10052668
278295,2019-12-17,10052669
278300,2019-06-19,10052670
278305,2019-01-08,10052671
278310,2019-09-16,10052672
278315,2019-07-02,10052673
278320,2019-02-22,10052674
278325,2019-04-25,10052675
278330,2019-04-12,10052676
278335,2019-11-16,10052677
278340,2019-09-16,10052678
278345,2019-03-04,10052679
278350,2019-07-26,10052680
278355,2019-01-23,10052681
278360,2019-07-18,10052682
278365,2019-07-31,10052683
278370,2019-03-10,10052684
278375,2019-02-22,10052685
278380,2020-02-10,10052686
278385,2019-08-18,10052687
278390,2019-09-22,10052688
278395,2019-05-09,10052689
278400,2019-02-26,10052690
278405,2019-09-29,10052691
278410,2020-01-05,10052692
278415,2019-09-27,10052693
278420,2019-02-20,10052694
278425,2019-06-10,10052695
278430,2019-06-18,10052696
278435,2019-03-05,10052697
278440,2019-10-28,10052698
278445,2019-03-14,10052699
278450,2019-05-27,10052700
278455,2019-10-08,10052701
278460,2019-11-20,10052702
278465,2019-08-25,10052703
278470,2019-11-25,10052704
278475,2019-05-28,10052705
278480,2019-02-22,10052706
278485,2019-06-08,10052707
278490,2019-07-11,10052708
278495,2019-11-20,10052709
278500,2020-02-05,10052710
278505,2019-04-02,10052711
278510,2019-04-05,10052712
278515,2019-11-13,10052713
278520,2020-01-30,10052714
278525,2019-05-19,10052715
278530,2019-01-24,10052716
278535,2019-08-16,10052717
278540,2019-05-25,10052718
278545,2019-07-12,10052719
278550,2020-01-06,10052720
278555,2019-06-01,10052721
278560,2019-12-06,10052722
278565,2019-05-22,10052723
278570,2019-03-25,10052724
278575,2020-01-27,10052725
278580,2019-02-23,10052726
278585,2019-02-13,10052727
278590,2019-01-16,10052728
278595,2019-03-24,10052729
278600,2019-12-30,10052730
278605,2019-07-07,10052731
278610,2019-12-27,10052732
278615,2019-05-05,10052733
278620,2019-01-31,10052734
278625,2019-11-14,10052735
278630,2019-01-19,10052736
278635,2019-08-06,10052737
278640,2019-12-07,10052738
278645,2020-01-12,10052739
278650,2019-01-26,10052740
278655,2020-01-11,10052741
278660,2019-09-30,10052742
278665,2019-11-18,10052743
278670,2019-10-12,10052744
278675,2019-03-19,10052745
278680,2019-01-13,10052746
278685,2020-01-13,10052747
278690,2019-01-30,10052748
278695,2019-01-05,10052749
278700,2019-08-04,10052750
278705,2019-09-24,10052751
278710,2020-01-02,10052752
278715,2019-05-20,10052753
278720,2019-02-20,10052754
278725,2019-11-01,10052755
278730,2019-02-11,10052756
278735,2020-01-24,10052757
278740,2019-09-21,10052758
278745,2019-10-02,10052759
278750,2019-06-05,10052760
278755,2019-09-07,10052761
278760,2019-12-27,10052762
278765,2019-11-13,10052763
278770,2019-12-02,10052764
278775,2019-09-09,10052765
278780,2019-03-28,10052766
278785,2019-09-25,10052767
278790,2019-05-05,10052768
278795,2020-01-09,10052769
278800,2019-06-18,10052770
278805,2019-05-21,10052771
278810,2020-02-13,10052772
278815,2020-01-04,10052773
278820,2019-03-18,10052774
278825,2019-12-21,10052775
278830,2019-08-25,10052776
278835,2019-06-13,10052777
278840,2019-04-15,10052778
278845,2020-01-24,10052779
278850,2019-01-29,10052780
278855,2019-12-22,10052781
278860,2019-04-14,10052782
278865,2019-02-24,10052783
278870,2019-10-12,10052784
278875,2019-07-17,10052785
278880,2019-11-04,10052786
278885,2019-11-11,10052787
278890,2019-02-06,10052788
278895,2019-12-19,10052789
278900,2019-11-13,10052790
278905,2019-02-07,10052791
278910,2019-08-06,10052792
278915,2019-09-23,10052793
278920,2020-01-20,10052794
278925,2019-01-18,10052795
278930,2019-08-21,10052796
278935,2020-01-03,10052797
278940,2019-01-26,10052798
278945,2019-08-01,10052799
278950,2019-02-24,10052800
278955,2019-02-12,10052801
278960,2019-06-03,10052802
278965,2019-03-02,10052803
278970,2019-01-28,10052804
278975,2019-09-30,10052805
278980,2019-07-18,10052806
278985,2019-08-18,10052807
278990,2019-03-04,10052808
278995,2019-06-17,10052809
279000,2019-04-21,10052810
279005,2019-10-23,10052811
279010,2019-03-03,10052812
279015,2019-11-10,10052813
279020,2019-02-24,10052814
279025,2019-09-14,10052815
279030,2019-08-24,10052816
279035,2019-11-18,10052817
279040,2019-06-08,10052818
279045,2019-03-09,10052819
279050,2019-08-13,10052820
279055,2019-11-18,10052821
279060,2019-03-24,10052822
279065,2019-09-27,10052823
279070,2019-04-08,10052824
279075,2019-01-03,10052825
279080,2019-05-22,10052826
279085,2019-11-27,10052827
279090,2019-01-28,10052828
279095,2019-12-15,10052829
279100,2019-05-28,10052830
279105,2020-01-08,10052831
279110,2020-02-09,10052832
279115,2019-09-18,10052833
279120,2019-07-15,10052834
279125,2019-10-06,10052835
279130,2019-02-09,10052836
279135,2019-03-24,10052837
279140,2020-01-20,10052838
279145,2020-01-08,10052839
279150,2019-11-03,10052840
279155,2019-09-14,10052841
279160,2019-10-09,10052842
279165,2019-01-31,10052843
279170,2020-01-10,10052844
279175,2019-01-23,10052845
279180,2020-02-12,10052846
279185,2019-10-18,10052847
279190,2019-07-21,10052848
279195,2020-02-07,10052849
279200,2019-10-27,10052850
279205,2019-06-13,10052851
279210,2019-09-22,10052852
279215,2019-07-09,10052853
279220,2019-01-15,10052854
279225,2020-01-16,10052855
279230,2019-08-24,10052856
279235,2019-07-17,10052857
279240,2019-11-16,10052858
279245,2020-01-16,10052859
279250,2019-09-17,10052860
279255,2019-11-28,10052861
279260,2019-08-24,10052862
279265,2019-08-28,10052863
279270,2019-06-27,10052864
279275,2019-06-28,10052865
279280,2019-02-03,10052866
279285,2020-01-12,10052867
279290,2019-01-01,10052868
