TransactionId,PaymentMade,cardDetails,OrderNumber
4295511,2019-01-28,5463495,8209708
4295525,2019-03-18,5463498,8209718
4295539,2019-08-21,5463501,8209728
4295553,2019-10-20,5463504,8209738
4295567,2019-07-04,5463507,8209748
4295581,2019-09-01,5463510,8209758
4295595,2019-09-05,5463513,8209768
4295609,2019-06-10,5463516,8209778
4295623,2019-01-17,5463519,8209788
4295637,2019-01-10,5463522,8209798
4295651,2019-11-28,5463525,8209808
4295665,2019-11-26,5463528,8209818
4295679,2019-01-19,5463531,8209828
4295693,2020-02-06,5463534,8209838
4295707,2019-08-20,5463537,8209848
4295721,2019-03-23,5463540,8209858
4295735,2020-01-25,5463543,8209868
4295749,2020-01-06,5463546,8209878
4295763,2019-09-08,5463549,8209888
4295777,2019-06-26,5463552,8209898
4295791,2019-09-16,5463555,8209908
4295805,2019-03-16,5463558,8209918
4295819,2019-05-20,5463561,8209928
4295833,2020-01-12,5463564,8209938
4295847,2019-11-23,5463567,8209948
4295861,2019-03-27,5463570,8209958
4295875,2019-03-09,5463573,8209968
4295889,2019-03-12,5463576,8209978
4295903,2019-09-03,5463579,8209988
4295917,2020-02-29,5463582,8209998
4295931,2019-05-25,5463585,8210008
4295945,2020-02-14,5463588,8210018
4295959,2019-09-04,5463591,8210028
4295973,2020-01-16,5463594,8210038
4295987,2019-04-20,5463597,8210048
4296001,2019-07-19,5463600,8210058
4296015,2019-11-26,5463603,8210068
4296029,2019-03-25,5463606,8210078
4296043,2019-08-21,5463609,8210088
4296057,2019-12-19,5463612,8210098
4296071,2019-02-17,5463615,8210108
4296085,2019-11-06,5463618,8210118
4296099,2019-08-09,5463621,8210128
4296113,2019-12-02,5463624,8210138
4296127,2019-06-27,5463627,8210148
4296141,2019-09-09,5463630,8210158
4296155,2019-06-12,5463633,8210168
4296169,2019-05-13,5463636,8210178
4296183,2020-01-10,5463639,8210188
4296197,2019-02-13,5463642,8210198
4296211,2019-09-28,5463645,8210208
4296225,2019-10-07,5463648,8210218
4296239,2020-02-04,5463651,8210228
4296253,2019-12-01,5463654,8210238
4296267,2019-08-05,5463657,8210248
4296281,2020-02-16,5463660,8210258
4296295,2019-05-21,5463663,8210268
4296309,2019-05-13,5463666,8210278
4296323,2019-02-24,5463669,8210288
4296337,2019-02-24,5463672,8210298
4296351,2019-05-18,5463675,8210308
4296365,2019-06-29,5463678,8210318
4296379,2019-07-20,5463681,8210328
4296393,2019-08-17,5463684,8210338
4296407,2019-02-06,5463687,8210348
4296421,2019-08-29,5463690,8210358
4296435,2019-08-19,5463693,8210368
4296449,2019-06-03,5463696,8210378
4296463,2019-09-22,5463699,8210388
4296477,2019-03-08,5463702,8210398
4296491,2020-02-28,5463705,8210408
4296505,2019-10-29,5463708,8210418
4296519,2019-06-27,5463711,8210428
4296533,2019-04-02,5463714,8210438
4296547,2019-07-16,5463717,8210448
4296561,2019-08-14,5463720,8210458
4296575,2019-06-02,5463723,8210468
4296589,2019-07-22,5463726,8210478
4296603,2019-04-07,5463729,8210488
4296617,2019-09-28,5463732,8210498
4296631,2019-12-24,5463735,8210508
4296645,2019-08-22,5463738,8210518
4296659,2019-02-28,5463741,8210528
4296673,2020-01-10,5463744,8210538
4296687,2019-12-05,5463747,8210548
4296701,2019-03-01,5463750,8210558
4296715,2020-01-11,5463753,8210568
4296729,2019-10-04,5463756,8210578
4296743,2019-05-06,5463759,8210588
4296757,2019-08-09,5463762,8210598
4296771,2019-08-20,5463765,8210608
4296785,2019-11-24,5463768,8210618
4296799,2019-03-31,5463771,8210628
4296813,2019-06-11,5463774,8210638
4296827,2019-04-17,5463777,8210648
4296841,2019-04-01,5463780,8210658
4296855,2019-11-17,5463783,8210668
4296869,2019-12-23,5463786,8210678
4296883,2020-01-08,5463789,8210688
4296897,2020-02-27,5463792,8210698
4296911,2019-10-11,5463795,8210708
4296925,2019-09-17,5463798,8210718
4296939,2019-07-18,5463801,8210728
4296953,2019-04-07,5463804,8210738
4296967,2019-01-24,5463807,8210748
4296981,2019-12-05,5463810,8210758
4296995,2019-08-14,5463813,8210768
4297009,2019-09-20,5463816,8210778
4297023,2019-06-29,5463819,8210788
4297037,2020-02-27,5463822,8210798
4297051,2019-04-20,5463825,8210808
4297065,2019-07-21,5463828,8210818
4297079,2020-02-01,5463831,8210828
4297093,2019-04-05,5463834,8210838
4297107,2019-08-04,5463837,8210848
4297121,2019-04-17,5463840,8210858
4297135,2019-04-25,5463843,8210868
4297149,2019-04-10,5463846,8210878
4297163,2019-11-22,5463849,8210888
4297177,2019-02-24,5463852,8210898
4297191,2019-10-03,5463855,8210908
4297205,2019-09-12,5463858,8210918
4297219,2019-05-13,5463861,8210928
4297233,2019-09-02,5463864,8210938
4297247,2019-05-22,5463867,8210948
4297261,2019-04-27,5463870,8210958
4297275,2019-06-10,5463873,8210968
4297289,2019-06-09,5463876,8210978
4297303,2019-04-27,5463879,8210988
4297317,2019-03-11,5463882,8210998
4297331,2019-10-12,5463885,8211008
4297345,2020-01-09,5463888,8211018
4297359,2019-03-17,5463891,8211028
4297373,2019-03-28,5463894,8211038
4297387,2019-02-19,5463897,8211048
4297401,2019-03-20,5463900,8211058
4297415,2020-02-13,5463903,8211068
4297429,2019-02-01,5463906,8211078
4297443,2019-11-27,5463909,8211088
4297457,2019-01-25,5463912,8211098
4297471,2019-02-12,5463915,8211108
4297485,2019-03-07,5463918,8211118
4297499,2019-10-25,5463921,8211128
4297513,2019-07-31,5463924,8211138
4297527,2020-01-01,5463927,8211148
4297541,2019-02-04,5463930,8211158
4297555,2019-05-13,5463933,8211168
4297569,2019-10-15,5463936,8211178
4297583,2019-10-08,5463939,8211188
4297597,2019-04-25,5463942,8211198
4297611,2019-11-14,5463945,8211208
4297625,2019-04-23,5463948,8211218
4297639,2020-01-01,5463951,8211228
4297653,2019-06-28,5463954,8211238
4297667,2019-08-15,5463957,8211248
4297681,2020-02-12,5463960,8211258
4297695,2019-05-17,5463963,8211268
4297709,2019-03-04,5463966,8211278
4297723,2019-09-10,5463969,8211288
4297737,2019-04-02,5463972,8211298
4297751,2019-10-03,5463975,8211308
4297765,2020-02-24,5463978,8211318
4297779,2019-02-26,5463981,8211328
4297793,2019-03-27,5463984,8211338
4297807,2019-06-25,5463987,8211348
4297821,2019-06-04,5463990,8211358
4297835,2019-11-04,5463993,8211368
4297849,2019-03-27,5463996,8211378
4297863,2019-05-30,5463999,8211388
4297877,2019-01-25,5464002,8211398
4297891,2020-01-31,5464005,8211408
4297905,2019-01-08,5464008,8211418
4297919,2019-01-26,5464011,8211428
4297933,2019-08-09,5464014,8211438
4297947,2019-11-06,5464017,8211448
4297961,2019-03-08,5464020,8211458
4297975,2019-03-08,5464023,8211468
4297989,2020-01-15,5464026,8211478
4298003,2020-02-15,5464029,8211488
4298017,2019-12-01,5464032,8211498
4298031,2020-02-25,5464035,8211508
4298045,2019-02-09,5464038,8211518
4298059,2019-02-16,5464041,8211528
4298073,2019-01-07,5464044,8211538
4298087,2019-05-20,5464047,8211548
4298101,2019-09-30,5464050,8211558
4298115,2019-01-12,5464053,8211568
4298129,2019-06-15,5464056,8211578
4298143,2019-11-28,5464059,8211588
4298157,2019-01-30,5464062,8211598
4298171,2019-11-28,5464065,8211608
4298185,2019-05-01,5464068,8211618
4298199,2019-05-17,5464071,8211628
4298213,2019-03-09,5464074,8211638
4298227,2019-12-25,5464077,8211648
4298241,2019-07-03,5464080,8211658
4298255,2019-10-27,5464083,8211668
4298269,2019-06-22,5464086,8211678
4298283,2019-08-03,5464089,8211688
4298297,2019-04-08,5464092,8211698
4298311,2019-03-13,5464095,8211708
4298325,2019-11-18,5464098,8211718
4298339,2019-11-19,5464101,8211728
4298353,2020-02-06,5464104,8211738
4298367,2019-02-07,5464107,8211748
4298381,2019-10-16,5464110,8211758
4298395,2019-12-31,5464113,8211768
4298409,2019-05-28,5464116,8211778
4298423,2019-12-02,5464119,8211788
4298437,2019-11-27,5464122,8211798
4298451,2020-01-03,5464125,8211808
4298465,2019-06-07,5464128,8211818
4298479,2019-12-25,5464131,8211828
4298493,2020-01-16,5464134,8211838
4298507,2019-07-07,5464137,8211848
4298521,2019-11-29,5464140,8211858
4298535,2019-05-06,5464143,8211868
4298549,2020-02-07,5464146,8211878
4298563,2019-04-28,5464149,8211888
4298577,2019-12-19,5464152,8211898
4298591,2019-11-30,5464155,8211908
4298605,2019-12-31,5464158,8211918
4298619,2019-01-27,5464161,8211928
4298633,2019-02-09,5464164,8211938
4298647,2019-12-18,5464167,8211948
4298661,2019-11-30,5464170,8211958
4298675,2019-06-02,5464173,8211968
4298689,2019-10-15,5464176,8211978
4298703,2019-06-16,5464179,8211988
4298717,2019-04-19,5464182,8211998
4298731,2020-01-06,5464185,8212008
4298745,2019-03-20,5464188,8212018
4298759,2019-05-12,5464191,8212028
4298773,2019-05-16,5464194,8212038
4298787,2019-02-06,5464197,8212048
4298801,2019-12-18,5464200,8212058
4298815,2019-07-06,5464203,8212068
4298829,2019-08-11,5464206,8212078
4298843,2019-07-01,5464209,8212088
4298857,2019-01-22,5464212,8212098
4298871,2020-02-03,5464215,8212108
4298885,2019-03-09,5464218,8212118
4298899,2019-11-04,5464221,8212128
4298913,2019-04-17,5464224,8212138
4298927,2019-02-04,5464227,8212148
4298941,2020-02-07,5464230,8212158
4298955,2019-01-11,5464233,8212168
4298969,2019-07-03,5464236,8212178
4298983,2019-09-05,5464239,8212188
4298997,2019-10-12,5464242,8212198
4299011,2019-07-15,5464245,8212208
4299025,2019-12-12,5464248,8212218
4299039,2019-06-05,5464251,8212228
4299053,2019-05-28,5464254,8212238
4299067,2019-01-12,5464257,8212248
4299081,2019-08-04,5464260,8212258
4299095,2019-01-02,5464263,8212268
4299109,2019-07-23,5464266,8212278
4299123,2019-11-27,5464269,8212288
4299137,2020-01-15,5464272,8212298
4299151,2019-11-13,5464275,8212308
4299165,2019-05-01,5464278,8212318
4299179,2019-06-05,5464281,8212328
4299193,2019-11-14,5464284,8212338
4299207,2019-05-12,5464287,8212348
4299221,2019-07-04,5464290,8212358
4299235,2019-06-05,5464293,8212368
4299249,2019-04-21,5464296,8212378
4299263,2019-07-04,5464299,8212388
4299277,2019-12-15,5464302,8212398
4299291,2019-08-23,5464305,8212408
4299305,2019-10-17,5464308,8212418
4299319,2019-12-09,5464311,8212428
4299333,2019-02-11,5464314,8212438
4299347,2019-09-09,5464317,8212448
4299361,2019-02-22,5464320,8212458
4299375,2019-11-08,5464323,8212468
4299389,2019-12-18,5464326,8212478
4299403,2019-01-07,5464329,8212488
4299417,2019-10-22,5464332,8212498
4299431,2019-01-11,5464335,8212508
4299445,2019-04-04,5464338,8212518
4299459,2019-09-24,5464341,8212528
4299473,2019-08-09,5464344,8212538
4299487,2019-11-16,5464347,8212548
4299501,2019-06-09,5464350,8212558
4299515,2019-03-10,5464353,8212568
4299529,2019-04-16,5464356,8212578
4299543,2019-04-10,5464359,8212588
4299557,2019-02-05,5464362,8212598
4299571,2019-04-05,5464365,8212608
4299585,2019-03-15,5464368,8212618
4299599,2019-01-06,5464371,8212628
4299613,2019-01-30,5464374,8212638
4299627,2020-02-01,5464377,8212648
4299641,2019-09-24,5464380,8212658
4299655,2020-02-11,5464383,8212668
4299669,2019-10-31,5464386,8212678
4299683,2020-01-18,5464389,8212688
4299697,2019-11-25,5464392,8212698
4299711,2019-04-18,5464395,8212708
4299725,2019-01-05,5464398,8212718
4299739,2019-05-23,5464401,8212728
4299753,2020-01-09,5464404,8212738
4299767,2019-02-11,5464407,8212748
4299781,2019-01-10,5464410,8212758
4299795,2019-11-23,5464413,8212768
4299809,2020-01-27,5464416,8212778
4299823,2019-10-04,5464419,8212788
4299837,2020-01-25,5464422,8212798
4299851,2019-05-21,5464425,8212808
4299865,2019-07-06,5464428,8212818
4299879,2019-11-23,5464431,8212828
4299893,2019-11-28,5464434,8212838
4299907,2019-05-14,5464437,8212848
4299921,2019-06-25,5464440,8212858
4299935,2019-07-17,5464443,8212868
4299949,2019-11-15,5464446,8212878
4299963,2019-07-13,5464449,8212888
4299977,2019-07-18,5464452,8212898
4299991,2020-01-17,5464455,8212908
4300005,2019-04-15,5464458,8212918
4300019,2019-05-09,5464461,8212928
4300033,2020-01-21,5464464,8212938
4300047,2019-04-02,5464467,8212948
4300061,2019-05-25,5464470,8212958
4300075,2019-06-24,5464473,8212968
4300089,2019-05-20,5464476,8212978
4300103,2019-10-01,5464479,8212988
4300117,2019-03-27,5464482,8212998
4300131,2019-07-02,5464485,8213008
4300145,2019-06-07,5464488,8213018
4300159,2019-05-05,5464491,8213028
4300173,2019-09-20,5464494,8213038
4300187,2019-06-24,5464497,8213048
4300201,2020-01-05,5464500,8213058
4300215,2019-04-19,5464503,8213068
4300229,2019-09-11,5464506,8213078
4300243,2019-10-26,5464509,8213088
4300257,2020-02-19,5464512,8213098
4300271,2019-01-07,5464515,8213108
4300285,2019-05-02,5464518,8213118
4300299,2020-02-14,5464521,8213128
4300313,2020-02-11,5464524,8213138
4300327,2019-04-07,5464527,8213148
4300341,2019-09-28,5464530,8213158
4300355,2019-03-11,5464533,8213168
4300369,2019-08-24,5464536,8213178
4300383,2019-11-08,5464539,8213188
4300397,2019-03-31,5464542,8213198
4300411,2019-10-23,5464545,8213208
4300425,2019-03-06,5464548,8213218
4300439,2019-12-25,5464551,8213228
4300453,2019-02-02,5464554,8213238
4300467,2019-01-23,5464557,8213248
4300481,2019-05-06,5464560,8213258
4300495,2019-02-20,5464563,8213268
4300509,2019-12-29,5464566,8213278
4300523,2019-12-01,5464569,8213288
4300537,2020-02-02,5464572,8213298
4300551,2020-01-06,5464575,8213308
4300565,2019-01-08,5464578,8213318
4300579,2019-10-23,5464581,8213328
4300593,2020-02-22,5464584,8213338
4300607,2019-08-31,5464587,8213348
4300621,2019-03-22,5464590,8213358
4300635,2019-06-15,5464593,8213368
4300649,2019-02-07,5464596,8213378
4300663,2019-05-21,5464599,8213388
4300677,2019-01-30,5464602,8213398
4300691,2020-01-03,5464605,8213408
4300705,2019-06-05,5464608,8213418
4300719,2019-04-26,5464611,8213428
4300733,2020-02-25,5464614,8213438
4300747,2019-02-14,5464617,8213448
4300761,2020-02-26,5464620,8213458
4300775,2020-01-31,5464623,8213468
4300789,2019-07-05,5464626,8213478
4300803,2019-11-15,5464629,8213488
4300817,2019-07-12,5464632,8213498
4300831,2019-08-19,5464635,8213508
4300845,2019-05-03,5464638,8213518
4300859,2019-01-24,5464641,8213528
4300873,2019-10-11,5464644,8213538
4300887,2019-08-07,5464647,8213548
4300901,2019-04-07,5464650,8213558
4300915,2019-02-09,5464653,8213568
4300929,2019-07-04,5464656,8213578
4300943,2019-10-17,5464659,8213588
4300957,2019-09-04,5464662,8213598
4300971,2019-08-25,5464665,8213608
4300985,2019-06-01,5464668,8213618
4300999,2019-01-21,5464671,8213628
4301013,2019-08-18,5464674,8213638
4301027,2019-09-12,5464677,8213648
4301041,2020-01-21,5464680,8213658
4301055,2019-06-21,5464683,8213668
4301069,2019-08-31,5464686,8213678
4301083,2019-10-20,5464689,8213688
4301097,2019-11-15,5464692,8213698
4301111,2019-12-04,5464695,8213708
4301125,2019-02-22,5464698,8213718
4301139,2019-09-09,5464701,8213728
4301153,2019-05-20,5464704,8213738
4301167,2019-04-22,5464707,8213748
4301181,2020-02-24,5464710,8213758
4301195,2019-04-02,5464713,8213768
4301209,2019-01-23,5464716,8213778
4301223,2019-02-06,5464719,8213788
4301237,2019-10-13,5464722,8213798
4301251,2019-08-12,5464725,8213808
4301265,2020-01-25,5464728,8213818
4301279,2019-08-16,5464731,8213828
4301293,2020-02-01,5464734,8213838
4301307,2019-04-10,5464737,8213848
4301321,2020-01-14,5464740,8213858
4301335,2019-07-07,5464743,8213868
4301349,2019-10-24,5464746,8213878
4301363,2019-08-20,5464749,8213888
4301377,2019-05-29,5464752,8213898
4301391,2019-05-28,5464755,8213908
4301405,2019-04-25,5464758,8213918
4301419,2019-03-24,5464761,8213928
4301433,2019-03-30,5464764,8213938
4301447,2019-01-12,5464767,8213948
4301461,2019-01-24,5464770,8213958
4301475,2019-10-31,5464773,8213968
4301489,2019-07-07,5464776,8213978
4301503,2019-06-04,5464779,8213988
4301517,2019-12-14,5464782,8213998
4301531,2019-02-17,5464785,8214008
4301545,2019-03-19,5464788,8214018
4301559,2019-01-04,5464791,8214028
4301573,2019-05-02,5464794,8214038
4301587,2020-01-29,5464797,8214048
4301601,2020-01-11,5464800,8214058
4301615,2020-02-28,5464803,8214068
4301629,2019-08-07,5464806,8214078
4301643,2019-02-18,5464809,8214088
4301657,2019-03-28,5464812,8214098
4301671,2019-03-17,5464815,8214108
4301685,2019-07-26,5464818,8214118
4301699,2019-05-21,5464821,8214128
4301713,2020-01-29,5464824,8214138
4301727,2019-06-14,5464827,8214148
4301741,2019-05-08,5464830,8214158
4301755,2019-02-28,5464833,8214168
4301769,2019-01-30,5464836,8214178
4301783,2019-10-13,5464839,8214188
4301797,2019-06-24,5464842,8214198
4301811,2019-02-14,5464845,8214208
4301825,2019-12-16,5464848,8214218
4301839,2019-03-29,5464851,8214228
4301853,2020-02-26,5464854,8214238
4301867,2019-04-05,5464857,8214248
4301881,2019-08-14,5464860,8214258
4301895,2019-02-16,5464863,8214268
4301909,2019-01-19,5464866,8214278
4301923,2019-09-04,5464869,8214288
4301937,2019-12-28,5464872,8214298
4301951,2020-01-12,5464875,8214308
4301965,2019-05-25,5464878,8214318
4301979,2019-02-14,5464881,8214328
4301993,2020-02-13,5464884,8214338
4302007,2019-07-17,5464887,8214348
4302021,2019-04-04,5464890,8214358
4302035,2019-11-15,5464893,8214368
4302049,2019-05-16,5464896,8214378
4302063,2019-02-21,5464899,8214388
4302077,2019-09-13,5464902,8214398
4302091,2019-01-20,5464905,8214408
4302105,2020-02-07,5464908,8214418
4302119,2019-07-10,5464911,8214428
4302133,2019-11-15,5464914,8214438
4302147,2019-07-04,5464917,8214448
4302161,2019-11-20,5464920,8214458
4302175,2019-06-07,5464923,8214468
4302189,2019-07-21,5464926,8214478
4302203,2019-09-04,5464929,8214488
4302217,2019-02-10,5464932,8214498
4302231,2019-02-18,5464935,8214508
4302245,2019-08-25,5464938,8214518
4302259,2019-06-18,5464941,8214528
4302273,2019-03-10,5464944,8214538
4302287,2019-12-05,5464947,8214548
4302301,2019-03-24,5464950,8214558
4302315,2019-05-06,5464953,8214568
4302329,2019-06-06,5464956,8214578
4302343,2019-06-07,5464959,8214588
4302357,2019-12-01,5464962,8214598
4302371,2019-11-03,5464965,8214608
4302385,2020-02-01,5464968,8214618
4302399,2019-06-26,5464971,8214628
4302413,2019-11-04,5464974,8214638
4302427,2019-12-24,5464977,8214648
4302441,2019-10-08,5464980,8214658
4302455,2019-06-04,5464983,8214668
4302469,2019-08-16,5464986,8214678
4302483,2019-10-17,5464989,8214688
4302497,2019-08-05,5464992,8214698
4302511,2019-12-08,5464995,8214708
4302525,2019-01-30,5464998,8214718
4302539,2019-10-12,5465001,8214728
4302553,2019-03-27,5465004,8214738
4302567,2019-10-17,5465007,8214748
4302581,2019-08-03,5465010,8214758
4302595,2019-07-02,5465013,8214768
4302609,2019-04-27,5465016,8214778
4302623,2019-04-30,5465019,8214788
4302637,2019-07-11,5465022,8214798
4302651,2019-04-25,5465025,8214808
4302665,2019-10-31,5465028,8214818
4302679,2019-06-06,5465031,8214828
4302693,2019-03-06,5465034,8214838
4302707,2019-06-11,5465037,8214848
4302721,2019-03-20,5465040,8214858
4302735,2019-06-01,5465043,8214868
4302749,2019-06-28,5465046,8214878
4302763,2019-11-19,5465049,8214888
4302777,2019-08-06,5465052,8214898
4302791,2019-06-07,5465055,8214908
4302805,2019-03-30,5465058,8214918
4302819,2019-03-24,5465061,8214928
4302833,2019-03-21,5465064,8214938
4302847,2019-02-25,5465067,8214948
4302861,2020-02-22,5465070,8214958
4302875,2019-12-13,5465073,8214968
4302889,2019-08-27,5465076,8214978
4302903,2019-02-02,5465079,8214988
4302917,2019-09-30,5465082,8214998
4302931,2019-09-22,5465085,8215008
4302945,2020-01-05,5465088,8215018
4302959,2019-08-27,5465091,8215028
4302973,2019-07-31,5465094,8215038
4302987,2019-03-25,5465097,8215048
4303001,2019-08-31,5465100,8215058
4303015,2019-02-27,5465103,8215068
4303029,2019-05-06,5465106,8215078
4303043,2019-02-21,5465109,8215088
4303057,2019-11-30,5465112,8215098
4303071,2019-10-19,5465115,8215108
4303085,2020-02-25,5465118,8215118
4303099,2019-01-30,5465121,8215128
4303113,2020-01-17,5465124,8215138
4303127,2019-06-13,5465127,8215148
4303141,2019-06-02,5465130,8215158
4303155,2019-03-14,5465133,8215168
4303169,2019-12-10,5465136,8215178
4303183,2020-02-15,5465139,8215188
4303197,2020-01-13,5465142,8215198
4303211,2019-12-16,5465145,8215208
4303225,2019-03-24,5465148,8215218
4303239,2019-01-28,5465151,8215228
4303253,2019-12-17,5465154,8215238
4303267,2020-02-14,5465157,8215248
4303281,2019-04-28,5465160,8215258
4303295,2019-06-26,5465163,8215268
4303309,2019-06-28,5465166,8215278
4303323,2019-12-16,5465169,8215288
4303337,2019-05-26,5465172,8215298
4303351,2019-07-28,5465175,8215308
4303365,2019-09-22,5465178,8215318
4303379,2019-07-03,5465181,8215328
4303393,2019-05-19,5465184,8215338
4303407,2019-06-05,5465187,8215348
4303421,2019-07-13,5465190,8215358
4303435,2019-07-04,5465193,8215368
4303449,2019-03-29,5465196,8215378
4303463,2019-01-07,5465199,8215388
4303477,2019-09-03,5465202,8215398
4303491,2019-09-11,5465205,8215408
4303505,2019-02-20,5465208,8215418
4303519,2019-09-07,5465211,8215428
4303533,2019-03-05,5465214,8215438
4303547,2019-11-08,5465217,8215448
4303561,2019-06-23,5465220,8215458
4303575,2019-05-17,5465223,8215468
4303589,2019-07-23,5465226,8215478
4303603,2019-03-07,5465229,8215488
4303617,2019-05-11,5465232,8215498
4303631,2019-01-17,5465235,8215508
4303645,2020-01-28,5465238,8215518
4303659,2020-02-10,5465241,8215528
4303673,2019-06-15,5465244,8215538
4303687,2019-08-29,5465247,8215548
4303701,2019-08-28,5465250,8215558
4303715,2019-05-29,5465253,8215568
4303729,2019-12-06,5465256,8215578
4303743,2019-09-17,5465259,8215588
4303757,2020-02-04,5465262,8215598
4303771,2020-02-19,5465265,8215608
4303785,2019-06-19,5465268,8215618
4303799,2019-01-22,5465271,8215628
4303813,2019-02-13,5465274,8215638
4303827,2020-01-28,5465277,8215648
4303841,2019-07-18,5465280,8215658
4303855,2019-06-02,5465283,8215668
4303869,2020-01-06,5465286,8215678
4303883,2019-04-01,5465289,8215688
4303897,2019-01-24,5465292,8215698
4303911,2019-09-29,5465295,8215708
4303925,2019-12-04,5465298,8215718
4303939,2019-09-07,5465301,8215728
4303953,2019-06-28,5465304,8215738
4303967,2019-02-05,5465307,8215748
4303981,2019-08-22,5465310,8215758
4303995,2019-10-23,5465313,8215768
4304009,2019-04-26,5465316,8215778
4304023,2019-08-14,5465319,8215788
4304037,2019-05-01,5465322,8215798
4304051,2019-03-03,5465325,8215808
4304065,2019-11-11,5465328,8215818
4304079,2019-03-03,5465331,8215828
4304093,2019-03-01,5465334,8215838
4304107,2019-12-21,5465337,8215848
4304121,2019-03-21,5465340,8215858
4304135,2019-01-27,5465343,8215868
4304149,2020-02-26,5465346,8215878
4304163,2019-10-25,5465349,8215888
4304177,2019-08-01,5465352,8215898
4304191,2019-09-01,5465355,8215908
4304205,2019-06-17,5465358,8215918
4304219,2020-01-22,5465361,8215928
4304233,2020-01-05,5465364,8215938
4304247,2019-12-03,5465367,8215948
4304261,2019-04-13,5465370,8215958
4304275,2019-04-04,5465373,8215968
4304289,2019-12-28,5465376,8215978
4304303,2020-01-13,5465379,8215988
4304317,2019-04-26,5465382,8215998
4304331,2019-06-12,5465385,8216008
4304345,2019-10-03,5465388,8216018
4304359,2019-01-10,5465391,8216028
4304373,2019-11-16,5465394,8216038
4304387,2019-05-16,5465397,8216048
4304401,2020-02-22,5465400,8216058
4304415,2020-02-19,5465403,8216068
4304429,2019-03-06,5465406,8216078
4304443,2019-10-31,5465409,8216088
4304457,2020-02-13,5465412,8216098
4304471,2019-08-25,5465415,8216108
4304485,2019-08-02,5465418,8216118
4304499,2019-05-08,5465421,8216128
4304513,2019-04-17,5465424,8216138
4304527,2019-12-18,5465427,8216148
4304541,2019-08-18,5465430,8216158
4304555,2019-11-20,5465433,8216168
4304569,2019-07-04,5465436,8216178
4304583,2019-07-25,5465439,8216188
4304597,2019-06-27,5465442,8216198
4304611,2019-01-21,5465445,8216208
4304625,2019-10-31,5465448,8216218
4304639,2019-04-12,5465451,8216228
4304653,2019-04-17,5465454,8216238
4304667,2019-02-27,5465457,8216248
4304681,2019-09-11,5465460,8216258
4304695,2019-12-08,5465463,8216268
4304709,2019-04-24,5465466,8216278
4304723,2019-09-08,5465469,8216288
4304737,2019-03-17,5465472,8216298
4304751,2019-09-12,5465475,8216308
4304765,2019-11-08,5465478,8216318
4304779,2020-01-08,5465481,8216328
4304793,2019-10-24,5465484,8216338
4304807,2020-02-29,5465487,8216348
4304821,2019-12-21,5465490,8216358
4304835,2019-01-12,5465493,8216368
4304849,2019-01-14,5465496,8216378
4304863,2019-09-08,5465499,8216388
4304877,2019-04-24,5465502,8216398
4304891,2019-12-19,5465505,8216408
4304905,2019-07-31,5465508,8216418
4304919,2019-04-25,5465511,8216428
4304933,2019-05-31,5465514,8216438
4304947,2019-08-31,5465517,8216448
4304961,2019-11-08,5465520,8216458
4304975,2019-08-03,5465523,8216468
4304989,2019-01-26,5465526,8216478
4305003,2019-02-02,5465529,8216488
4305017,2019-06-11,5465532,8216498
4305031,2019-07-14,5465535,8216508
4305045,2020-01-26,5465538,8216518
4305059,2019-07-05,5465541,8216528
4305073,2019-12-09,5465544,8216538
4305087,2019-06-03,5465547,8216548
4305101,2020-02-24,5465550,8216558
4305115,2020-01-03,5465553,8216568
4305129,2019-09-12,5465556,8216578
4305143,2019-10-18,5465559,8216588
4305157,2019-12-13,5465562,8216598
4305171,2019-04-06,5465565,8216608
4305185,2019-01-10,5465568,8216618
4305199,2019-10-05,5465571,8216628
4305213,2019-10-13,5465574,8216638
4305227,2020-01-27,5465577,8216648
4305241,2019-03-15,5465580,8216658
4305255,2019-04-06,5465583,8216668
4305269,2019-02-11,5465586,8216678
4305283,2019-01-06,5465589,8216688
4305297,2019-06-06,5465592,8216698
4305311,2019-06-26,5465595,8216708
4305325,2019-03-14,5465598,8216718
4305339,2020-02-12,5465601,8216728
4305353,2020-01-03,5465604,8216738
4305367,2019-10-16,5465607,8216748
4305381,2019-12-26,5465610,8216758
4305395,2019-11-18,5465613,8216768
4305409,2019-04-24,5465616,8216778
4305423,2019-09-10,5465619,8216788
4305437,2019-04-29,5465622,8216798
4305451,2019-08-07,5465625,8216808
4305465,2019-07-14,5465628,8216818
4305479,2019-10-03,5465631,8216828
4305493,2019-01-16,5465634,8216838
4305507,2019-10-25,5465637,8216848
4305521,2020-02-12,5465640,8216858
4305535,2019-12-01,5465643,8216868
4305549,2019-01-20,5465646,8216878
4305563,2020-01-10,5465649,8216888
4305577,2019-02-15,5465652,8216898
4305591,2019-10-03,5465655,8216908
4305605,2019-06-02,5465658,8216918
4305619,2019-08-13,5465661,8216928
4305633,2019-03-16,5465664,8216938
4305647,2020-02-08,5465667,8216948
4305661,2019-10-04,5465670,8216958
4305675,2019-07-26,5465673,8216968
4305689,2019-06-08,5465676,8216978
4305703,2019-07-17,5465679,8216988
4305717,2019-02-02,5465682,8216998
4305731,2020-01-18,5465685,8217008
4305745,2019-05-11,5465688,8217018
4305759,2019-12-06,5465691,8217028
4305773,2020-02-19,5465694,8217038
4305787,2020-01-20,5465697,8217048
